"","Date of Payment","Expense type","Expense Area","Supplier","Transaction Number","Amount","Department and Entity"
"784",2013-08-12,"PROFESSIONAL SERVICES","FUSION","MACHINING TECHNOLOGY (MACH-TECH)",5100292334,2279.77,"United Kingdom Atomic Energy Authority"
"785",2013-07-29,"PROFESSIONAL SERVICES","FUSION","MARCHAM SCIENTIFIC LTD",5100291956,3000,"United Kingdom Atomic Energy Authority"
"786",2013-08-12,"MATERIALS & SPARES","FUSION","MARK 5",5100292417,165.99,"United Kingdom Atomic Energy Authority"
"787",2013-08-19,"MATERIALS & SPARES","FUSION","MARK 5",5100292589,180.81,"United Kingdom Atomic Energy Authority"
"788",2013-07-29,"PROFESSIONAL SERVICES","FUSION","MATERIAL MEASUREMENTS LTD.",5100291584,56.65,"United Kingdom Atomic Energy Authority"
"789",2013-07-29,"PROFESSIONAL SERVICES","FUSION","MATERIAL MEASUREMENTS LTD.",5100291581,98.27,"United Kingdom Atomic Energy Authority"
"790",2013-07-29,"PROFESSIONAL SERVICES","FUSION","MATERIAL MEASUREMENTS LTD.",5100291582,181.3,"United Kingdom Atomic Energy Authority"
"791",2013-08-12,"PROFESSIONAL SERVICES","FUSION","MATERIAL MEASUREMENTS LTD.",5100292290,200.85,"United Kingdom Atomic Energy Authority"
"792",2013-08-05,"DESIGN & CONSTRUCTION","FUSION","MAYFLEX UK LTD",5100292094,61.8,"United Kingdom Atomic Energy Authority"
"793",2013-08-14,"REPAIRS & MAINTENANCE","FUSION","MC Air Filtration",1900058667,7836,"United Kingdom Atomic Energy Authority"
"794",2013-08-21,"PLANT & EQUIPMENT","FUSION","MCDC VACCUUM LTD",5100292704,25.32,"United Kingdom Atomic Energy Authority"
"795",2013-08-05,"PLANT & EQUIPMENT","FUSION","MCDC VACCUUM LTD",5100292113,278.76,"United Kingdom Atomic Energy Authority"
"796",2013-08-05,"MATERIALS & SPARES","FUSION","MECHANICAL CLEANSING SERVICES LIMITED",5100292119,410.49,"United Kingdom Atomic Energy Authority"
"797",2013-08-07,"TRAINING COURSE FEES","SUPPORT SERVICES","MENTOR FLT TRAINING LTD",5100291381,547.5,"United Kingdom Atomic Energy Authority"
"798",2013-08-07,"TRAINING COURSE FEES","SUPPORT SERVICES","MENTOR FLT TRAINING LTD",5100291220,580,"United Kingdom Atomic Energy Authority"
"799",2013-07-31,"MATERIALS & SPARES","FUSION","METALFAST (A DIVISION OF",5100291781,491.5,"United Kingdom Atomic Energy Authority"
"800",2013-08-05,"MATERIALS & SPARES","FUSION","METALWEB",5100291959,1335,"United Kingdom Atomic Energy Authority"
"801",2013-08-12,"PROFESSIONAL SERVICES","FUSION","METRO ENGINEERING AND PLATING WORKS",5100292439,250,"United Kingdom Atomic Energy Authority"
"802",2013-08-19,"MATERIALS & SPARES","FUSION","METSPIN LTD",5100292681,291.5,"United Kingdom Atomic Energy Authority"
"803",2013-08-12,"MATERIALS & SPARES","FUSION","METSPIN LTD",5100292348,521.5,"United Kingdom Atomic Energy Authority"
"804",2013-08-19,"PLANT & EQUIPMENT","FUSION","MILLHILL TOOLS LTD",5100292591,17.91,"United Kingdom Atomic Energy Authority"
"805",2013-08-19,"PLANT & EQUIPMENT","FUSION","MILLHILL TOOLS LTD",5100292658,22.76,"United Kingdom Atomic Energy Authority"
"806",2013-08-19,"PLANT & EQUIPMENT","FUSION","MILLHILL TOOLS LTD",5100292592,34.64,"United Kingdom Atomic Energy Authority"
"807",2013-08-19,"PLANT & EQUIPMENT","FUSION","MILLHILL TOOLS LTD",5100292594,42.72,"United Kingdom Atomic Energy Authority"
"808",2013-08-19,"PLANT & EQUIPMENT","FUSION","MILLHILL TOOLS LTD",5100292657,43.27,"United Kingdom Atomic Energy Authority"
"809",2013-08-19,"PLANT & EQUIPMENT","FUSION","MILLHILL TOOLS LTD",5100292593,92.14,"United Kingdom Atomic Energy Authority"
"810",2013-08-05,"PLANT & EQUIPMENT","FUSION","MISCO",5100292085,269.16,"United Kingdom Atomic Energy Authority"
"811",2013-08-05,"PROFESSIONAL SERVICES","FUSION","MKS INSTRUMENT UK LIMITED",5100292131,882,"United Kingdom Atomic Energy Authority"
"812",2013-08-19,"LEGAL FEES","PROPERTY","MORGAN COLE",5100292734,32,"United Kingdom Atomic Energy Authority"
"813",2013-08-19,"LEGAL FEES","PROPERTY","MORGAN COLE",5100292735,8249.4,"United Kingdom Atomic Energy Authority"
"814",2013-08-12,"HIRED STAFF","FUSION","MORSON INTERNATIONAL",5100292406,321513.73,"United Kingdom Atomic Energy Authority"
"815",2013-07-29,"MATERIALS & SPARES","FUSION","MOUSER ELECTRONICS",5100291884,75.05,"United Kingdom Atomic Energy Authority"
"816",2013-08-05,"STATIONERY","FUSION","MPS SERVICES LTD",5100292112,353,"United Kingdom Atomic Energy Authority"
"817",2013-08-05,"AUDIT FEES","SUPPORT SERVICES","NATIONAL AUDIT OFFICE",5100292153,22500,"United Kingdom Atomic Energy Authority"
"818",2013-08-05,"ELECTRICITY","FUSION","NATIONAL GRID TRANSCO",5100292101,3298.73,"United Kingdom Atomic Energy Authority"
"819",2013-08-05,"PROFESSIONAL SERVICES","FUSION","NATIONAL PHYSICAL LABORATORY MGT LT",5100292102,4080,"United Kingdom Atomic Energy Authority"
"820",2013-08-07,"PROFESSIONAL SERVICES","FUSION","NATIONAL PHYSICAL LABORATORY MGT LT",5100292126,11004,"United Kingdom Atomic Energy Authority"
"821",2013-08-20,"SOFTWARE - NON-CAP","SUPPORT SERVICES","NCC Services Ltd",1900058683,1125,"United Kingdom Atomic Energy Authority"
"822",2013-08-05,"PLANT & EQUIPMENT","FUSION","NEW PIG LTD",5100292125,74.04,"United Kingdom Atomic Energy Authority"
"823",2013-08-12,"PLANT & EQUIPMENT","FUSION","NEW PIG LTD",5100292200,657.87,"United Kingdom Atomic Energy Authority"
"824",2013-08-07,"PLANT & EQUIPMENT","FUSION","NEW PIG LTD",5100292199,946.48,"United Kingdom Atomic Energy Authority"
"825",2013-08-12,"PLANT & EQUIPMENT","FUSION","NEW PIG LTD",5100292400,1351.14,"United Kingdom Atomic Energy Authority"
"826",2013-08-05,"MATERIALS & SPARES","FUSION","NEWBURY ELECTRONICS",5100292047,92.7,"United Kingdom Atomic Energy Authority"
"827",2013-08-21,"MATERIALS & SPARES","FUSION","NEWCASTLE OPTICAL ENGINEERING LTD",5100292670,446.95,"United Kingdom Atomic Energy Authority"
"828",2013-07-29,"PLANT & EQUIPMENT","FUSION","NEWPORT SPECTRA-PHYSICS LTD",5100291896,54.9,"United Kingdom Atomic Energy Authority"
"829",2013-07-31,"PLANT & EQUIPMENT","FUSION","NU START ELECTONICS",5100292117,103.9,"United Kingdom Atomic Energy Authority"
"830",2013-08-07,"PROFESSIONAL SERVICES","FUSION","NUCLEAR MANAGEMENT CONSULTANCE LTD",5100292104,400,"United Kingdom Atomic Energy Authority"
"831",2013-08-12,"HEALTH PHYSICS","FUSION","NUVIA LIMITED",5100292160,19552.47,"United Kingdom Atomic Energy Authority"
"832",2013-08-05,"STATIONERY","FUSION","OCE UK",5100292115,49.25,"United Kingdom Atomic Energy Authority"
"833",2013-08-14,"STATIONERY","FUSION","OCE UK",5100292320,91.7,"United Kingdom Atomic Energy Authority"
"834",2013-08-05,"CLEANING","PROPERTY","OCS CLEANING & SUPPORT SERVICES",5100292056,3843.7,"United Kingdom Atomic Energy Authority"
"835",2013-08-12,"CLEANING","PROPERTY","OCS CLEANING & SUPPORT SERVICES",5100292422,27785.25,"United Kingdom Atomic Energy Authority"
"836",2013-08-14,"MATERIALS & SPARES","FUSION","OERLIKON LEYBOLD VACUUM UK LTD",5100292388,323.4,"United Kingdom Atomic Energy Authority"
"837",2013-08-05,"MATERIALS & SPARES","FUSION","OERLIKON LEYBOLD VACUUM UK LTD",5100292019,660.44,"United Kingdom Atomic Energy Authority"
"838",2013-07-29,"REGULATORY COSTS","FUSION","OFCOM",5100291923,100,"United Kingdom Atomic Energy Authority"
"839",2013-08-19,"PROFESSIONAL SERVICES","FUSION","ONE FIX RECRUITMENT",5100292555,299,"United Kingdom Atomic Energy Authority"
"840",2013-07-29,"MATERIALS & SPARES","FUSION","OXFORD BOLTS & BEARINGS",5100292013,46.5,"United Kingdom Atomic Energy Authority"
"841",2013-07-29,"MATERIALS & SPARES","FUSION","OXFORD BOLTS & BEARINGS",5100292016,69,"United Kingdom Atomic Energy Authority"
"842",2013-08-07,"MATERIALS & SPARES","FUSION","OXFORD BOLTS & BEARINGS",5100292015,81.5,"United Kingdom Atomic Energy Authority"
"843",2013-08-19,"MATERIALS & SPARES","FUSION","OXFORD BOLTS & BEARINGS",5100292740,100.28,"United Kingdom Atomic Energy Authority"
"844",2013-07-29,"MATERIALS & SPARES","FUSION","OXFORD BOLTS & BEARINGS",5100292014,103.48,"United Kingdom Atomic Energy Authority"
"845",2013-08-05,"MATERIALS & SPARES","FUSION","OXFORD BOLTS & BEARINGS",5100292161,229.47,"United Kingdom Atomic Energy Authority"
"846",2013-07-29,"MATERIALS & SPARES","FUSION","OXFORD BOLTS & BEARINGS",5100291818,351.3,"United Kingdom Atomic Energy Authority"
"847",2013-08-12,"MATERIALS & SPARES","FUSION","OXFORD BOLTS & BEARINGS",5100292287,475.06,"United Kingdom Atomic Energy Authority"
"848",2013-07-29,"COMPUTER REPAIRS","FUSION","OXFORD FILTRATION LIMITED",5100291854,325,"United Kingdom Atomic Energy Authority"
"849",2013-07-29,"COMPUTER REPAIRS","FUSION","OXFORD FILTRATION LIMITED",5100291856,572,"United Kingdom Atomic Energy Authority"
"850",2013-08-12,"TRAINING COURSE FEES","FUSION","OXFORD UNIVERSITY",5100291852,3826.03,"United Kingdom Atomic Energy Authority"
"851",2013-08-14,"CLEANING","FUSION","PARKER MERCHANTING LTD",5100292526,133.1,"United Kingdom Atomic Energy Authority"
"852",2013-08-01,"TRAINING COURSE FEES","FUSION","PBSI Ltd",1900058588,1728,"United Kingdom Atomic Energy Authority"
"853",2013-07-29,"TRAINING COURSE FEES","FUSION","PEARCEMAYFIELD ASSOCIATED LTD",5100291608,3000,"United Kingdom Atomic Energy Authority"
"854",2013-08-07,"HIRED STAFF","FUSION","PELICAN SOFTWARE LTD",5100292130,4508.77,"United Kingdom Atomic Energy Authority"
"855",2013-08-07,"HIRED STAFF","FUSION","PELICAN SOFTWARE LTD",5100292132,6152.85,"United Kingdom Atomic Energy Authority"
"856",2013-08-07,"HIRED STAFF","FUSION","PELICAN SOFTWARE LTD",5100292135,6411.2,"United Kingdom Atomic Energy Authority"
"857",2013-08-19,"HIRED STAFF","FUSION","PELICAN SOFTWARE LTD",5100292728,8684.45,"United Kingdom Atomic Energy Authority"
"858",2013-08-14,"REPAIRS & MAINTENANCE","FUSION","PENLIN LLC",5100290844,18658.2,"United Kingdom Atomic Energy Authority"
"859",2013-07-29,"STATIONERY","FUSION","PERFECT COLOURS LIMITED",5100291765,630,"United Kingdom Atomic Energy Authority"
"860",2013-08-12,"PROFESSIONAL SERVICES","FUSION","PERKIN ELMER LAS UK LTD",5100292398,485.16,"United Kingdom Atomic Energy Authority"
"861",2013-07-29,"PLANT & EQUIPMENT","FUSION","PFEIFFER VACUUM UK",5100292009,1343.75,"United Kingdom Atomic Energy Authority"
"862",2013-08-05,"PLANT & EQUIPMENT","FUSION","PFEIFFER VACUUM UK",5100292139,1670.4,"United Kingdom Atomic Energy Authority"
"863",2013-08-05,"PLANT & EQUIPMENT","FUSION","PFEIFFER VACUUM UK",5100292142,3284.2,"United Kingdom Atomic Energy Authority"
"864",2013-08-12,"MATERIALS & SPARES","FUSION","PHILIP CORNES & COMPANY LTD",5100292310,323,"United Kingdom Atomic Energy Authority"
"865",2013-08-05,"PLANT & EQUIPMENT","FUSION","PHS GROUP PLC",5100292138,34.13,"United Kingdom Atomic Energy Authority"
"866",2013-08-19,"CONFERENCES/MEETINGS","FUSION","Piero Caldirola International Centre",1900058681,383.99,"United Kingdom Atomic Energy Authority"
"867",2013-07-29,"CONFERENCES/MEETINGS","FUSION","Piero Caldirola International Centre",1900058561,388.37,"United Kingdom Atomic Energy Authority"
"868",2013-08-08,"CONFERENCES/MEETINGS","FUSION","Piero Caldirola International Centre",1900058642,390.12,"United Kingdom Atomic Energy Authority"
"869",2013-07-29,"MATERIALS & SPARES","FUSION","PI-KEM LTD",5100291755,2227.5,"United Kingdom Atomic Energy Authority"
"870",2013-08-21,"MATERIALS & SPARES","FUSION","PIRTEK OXFORD",5100292672,52.44,"United Kingdom Atomic Energy Authority"
"871",2013-08-19,"PROFESSIONAL SERVICES","PROPERTY","POLAR RECRUITMENT",5100292702,3004.5,"United Kingdom Atomic Energy Authority"
"872",2013-07-29,"PLANT & EQUIPMENT","FUSION","POLLUTION MONITORS",5100291891,235,"United Kingdom Atomic Energy Authority"
"873",2013-08-05,"PLANT & EQUIPMENT","FUSION","PRECISION TOOLS",5100292049,41.04,"United Kingdom Atomic Energy Authority"
"874",2013-07-29,"CONSUMABLES","FUSION","PRITCHARD SHEET METAL",5100291809,77.88,"United Kingdom Atomic Energy Authority"
"875",2013-07-29,"CONSUMABLES","FUSION","PRITCHARD SHEET METAL",5100291808,176.8,"United Kingdom Atomic Energy Authority"
"876",2013-08-19,"CONSUMABLES","FUSION","PRITCHARD SHEET METAL",5100292559,252.84,"United Kingdom Atomic Energy Authority"
"877",2013-08-07,"TRAINING COURSE FEES","PROPERTY","Project Skills Soloutions Ltd",1900058622,685,"United Kingdom Atomic Energy Authority"
"878",2013-08-11,"STATIONERY","FUSION","PURCHASE CARD",100694241,530.4,"United Kingdom Atomic Energy Authority"
"879",2013-08-11,"STATIONERY","FUSION","PURCHASE CARD",100694241,546,"United Kingdom Atomic Energy Authority"
"880",2013-08-11,"PLANT SPARES","FUSION","PURCHASE CARD",100694231,568.27,"United Kingdom Atomic Energy Authority"
"881",2013-08-11,"IT EQUIPMENT: NON CAPITAL","FUSION","PURCHASE CARD",100694243,594.67,"United Kingdom Atomic Energy Authority"
"882",2013-08-11,"MATERIALS & SPARES","FUSION","PURCHASE CARD",100694247,657.78,"United Kingdom Atomic Energy Authority"
"883",2013-08-11,"CONFERENCES/MEETINGS","FUSION","PURCHASE CARD",100694230,690.26,"United Kingdom Atomic Energy Authority"
"884",2013-08-11,"SAFETY STORES","FUSION","PURCHASE CARD",100694236,756,"United Kingdom Atomic Energy Authority"
"885",2013-08-11,"PLANT & EQUIPMENT","FUSION","PURCHASE CARD",100694253,803.2,"United Kingdom Atomic Energy Authority"
"886",2013-08-19,"SOFTWARE","FUSION","Q ASSOCIATES LTD",5100292546,165.6,"United Kingdom Atomic Energy Authority"
"887",2013-08-14,"SOFTWARE","FUSION","Q ASSOCIATES LTD",5100292011,1536,"United Kingdom Atomic Energy Authority"
"888",2013-08-12,"PROFESSIONAL SERVICES","FUSION","RADIOCARBON DATING",5100292332,2000.6,"United Kingdom Atomic Energy Authority"
"889",2013-08-12,"PROFESSIONAL SERVICES","FUSION","RADIOCARBON DATING",5100292333,16923.56,"United Kingdom Atomic Energy Authority"
"890",2013-08-19,"MATERIALS & SPARES","FUSION","REBOUND ELECTRONICS (UK) LTD",5100292689,1360,"United Kingdom Atomic Energy Authority"
"891",2013-08-19,"SECURITY & EMERGENCY","PROPERTY","RELIANCE SECURITY GROUP PLC",5100292569,1250,"United Kingdom Atomic Energy Authority"
"892",2013-08-19,"SECURITY & EMERGENCY","PROPERTY","RELIANCE SECURITY GROUP PLC",5100292570,1250,"United Kingdom Atomic Energy Authority"
"893",2013-08-19,"MATERIALS & SPARES","FUSION","RITTAL",5100292616,987.24,"United Kingdom Atomic Energy Authority"
"894",2013-08-01,"PLANT & EQUIPMENT","FUSION","RK International Machine Tools Ltd",1900058593,6565.2,"United Kingdom Atomic Energy Authority"
"895",2013-08-19," COMPENSATION & LEGAL FEES","SUPPORT SERVICES","Roberts Jackson Solicitors",1900058679,6421.8,"United Kingdom Atomic Energy Authority"
"896",2013-08-12,"COMPENSATION & LEGAL FEES","SUPPORT SERVICES","Roberts Jackson Solicitors",1900058650,6637.5,"United Kingdom Atomic Energy Authority"
"897",2013-08-19,"PLANT & EQUIPMENT","FUSION","ROUTECO",5100292553,341.54,"United Kingdom Atomic Energy Authority"
"898",2013-08-12,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100292507,1.42,"United Kingdom Atomic Energy Authority"
"899",2013-07-31,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100291967,1.45,"United Kingdom Atomic Energy Authority"
"900",2013-07-29,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100289623,2.03,"United Kingdom Atomic Energy Authority"
"901",2013-08-05,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100292216,3.99,"United Kingdom Atomic Energy Authority"
"902",2013-08-05,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100292211,4.32,"United Kingdom Atomic Energy Authority"
"903",2013-08-12,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100292515,5.21,"United Kingdom Atomic Energy Authority"
"904",2013-07-29,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100292004,7.22,"United Kingdom Atomic Energy Authority"
"905",2013-07-29,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100292000,9.1,"United Kingdom Atomic Energy Authority"
"906",2013-08-12,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100292181,9.52,"United Kingdom Atomic Energy Authority"
"907",2013-08-05,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100292219,14.61,"United Kingdom Atomic Energy Authority"
"908",2013-08-19,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100292708,17.24,"United Kingdom Atomic Energy Authority"
"909",2013-07-29,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100291983,17.33,"United Kingdom Atomic Energy Authority"
"910",2013-08-14,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100292051,20.09,"United Kingdom Atomic Energy Authority"
"911",2013-07-29,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100291993,20.72,"United Kingdom Atomic Energy Authority"
"912",2013-07-29,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100291980,21.17,"United Kingdom Atomic Energy Authority"
"913",2013-08-12,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100292484,22.35,"United Kingdom Atomic Energy Authority"
"914",2013-07-29,"MATERIALS & SPARES","PROPERTY","RS COMPONENTS LTD",5100291985,24.64,"United Kingdom Atomic Energy Authority"
"915",2013-07-31,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100292001,26.23,"United Kingdom Atomic Energy Authority"
"916",2013-08-05,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100292206,27.3,"United Kingdom Atomic Energy Authority"
"917",2013-07-29,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100291990,28.61,"United Kingdom Atomic Energy Authority"
"918",2013-08-07,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100292177,31.64,"United Kingdom Atomic Energy Authority"
"919",2013-08-05,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100292185,32.89,"United Kingdom Atomic Energy Authority"
"920",2013-07-29,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100292003,35.09,"United Kingdom Atomic Energy Authority"
"921",2013-08-12,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100292487,35.31,"United Kingdom Atomic Energy Authority"
"922",2013-08-12,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100292534,35.31,"United Kingdom Atomic Energy Authority"
"923",2013-08-19,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100292719,37.38,"United Kingdom Atomic Energy Authority"
"924",2013-07-29,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100291968,42.61,"United Kingdom Atomic Energy Authority"
"925",2013-08-12,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100292189,43.23,"United Kingdom Atomic Energy Authority"
"926",2013-08-05,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100292210,43.74,"United Kingdom Atomic Energy Authority"
"927",2013-08-12,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100292523,44,"United Kingdom Atomic Energy Authority"
"928",2013-08-14,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100292517,47.66,"United Kingdom Atomic Energy Authority"
"929",2013-07-29,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100291984,48.33,"United Kingdom Atomic Energy Authority"
"930",2013-08-19,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100292512,49.55,"United Kingdom Atomic Energy Authority"
"931",2013-08-07,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100292188,49.78,"United Kingdom Atomic Energy Authority"
"932",2013-07-29,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100291997,51.61,"United Kingdom Atomic Energy Authority"
"933",2013-07-29,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100291724,52.05,"United Kingdom Atomic Energy Authority"
"934",2013-08-05,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100292192,53.55,"United Kingdom Atomic Energy Authority"
"935",2013-07-29,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100291991,54.24,"United Kingdom Atomic Energy Authority"
"936",2013-08-05,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100292184,54.38,"United Kingdom Atomic Energy Authority"
"937",2013-08-07,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100292218,54.38,"United Kingdom Atomic Energy Authority"
"938",2013-08-07,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100292186,58.35,"United Kingdom Atomic Energy Authority"
"939",2013-08-12,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100292522,58.54,"United Kingdom Atomic Energy Authority"
"940",2013-08-19,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100292715,59.76,"United Kingdom Atomic Energy Authority"
"941",2013-08-05,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100292203,59.82,"United Kingdom Atomic Energy Authority"
"942",2013-08-05,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100292187,65.45,"United Kingdom Atomic Energy Authority"
"943",2013-08-12,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100292485,65.58,"United Kingdom Atomic Energy Authority"
"944",2013-08-19,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100292710,67.94,"United Kingdom Atomic Energy Authority"
"945",2013-08-05,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100292215,69.25,"United Kingdom Atomic Energy Authority"
"946",2013-07-29,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100291992,71.4,"United Kingdom Atomic Energy Authority"
"947",2013-07-29,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100292005,79.75,"United Kingdom Atomic Energy Authority"
"948",2013-08-14,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100292519,82.44,"United Kingdom Atomic Energy Authority"
"949",2013-08-07,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100292190,85.71,"United Kingdom Atomic Energy Authority"
"950",2013-08-19,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100291720,89.88,"United Kingdom Atomic Energy Authority"
"951",2013-08-05,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100292205,93.63,"United Kingdom Atomic Energy Authority"
"952",2013-08-05,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100292178,96.7,"United Kingdom Atomic Energy Authority"
"953",2013-08-05,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100292180,101.57,"United Kingdom Atomic Energy Authority"
"954",2013-07-29,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100291295,106.24,"United Kingdom Atomic Energy Authority"
"955",2013-08-12,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100292510,116.54,"United Kingdom Atomic Energy Authority"
"956",2013-07-29,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100291986,117.38,"United Kingdom Atomic Energy Authority"
"957",2013-07-29,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100291742,120.74,"United Kingdom Atomic Energy Authority"
"958",2013-08-14,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100292516,123.37,"United Kingdom Atomic Energy Authority"
"959",2013-07-29,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100291988,128.35,"United Kingdom Atomic Energy Authority"
"960",2013-08-12,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100292520,139.25,"United Kingdom Atomic Energy Authority"
"961",2013-07-29,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100291971,140.54,"United Kingdom Atomic Energy Authority"
"962",2013-08-19,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100292712,145,"United Kingdom Atomic Energy Authority"
"963",2013-08-05,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100292214,152.24,"United Kingdom Atomic Energy Authority"
"964",2013-08-07,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100292209,154.44,"United Kingdom Atomic Energy Authority"
"965",2013-08-19,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100292698,159.06,"United Kingdom Atomic Energy Authority"
"966",2013-08-12,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100292488,159.43,"United Kingdom Atomic Energy Authority"
"967",2013-08-05,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100292204,174.25,"United Kingdom Atomic Energy Authority"
"968",2013-08-19,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100292179,190.4,"United Kingdom Atomic Energy Authority"
"969",2013-08-14,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100292514,202.12,"United Kingdom Atomic Energy Authority"
"970",2013-08-05,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100292217,211.5,"United Kingdom Atomic Energy Authority"
"971",2013-07-29,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100291999,217,"United Kingdom Atomic Energy Authority"
"972",2013-08-12,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100292521,217.5,"United Kingdom Atomic Energy Authority"
"973",2013-08-19,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100292716,222.22,"United Kingdom Atomic Energy Authority"
"974",2013-07-29,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100291987,236.7,"United Kingdom Atomic Energy Authority"
"975",2013-08-05,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100292183,273.82,"United Kingdom Atomic Energy Authority"
"976",2013-07-29,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100291746,282.46,"United Kingdom Atomic Energy Authority"
"977",2013-07-31,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100291978,284.2,"United Kingdom Atomic Energy Authority"
"978",2013-07-29,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100291969,350.51,"United Kingdom Atomic Energy Authority"
"979",2013-08-19,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100292533,353.19,"United Kingdom Atomic Energy Authority"
"980",2013-07-29,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100291975,389.98,"United Kingdom Atomic Energy Authority"
"981",2013-07-29,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100292006,402.24,"United Kingdom Atomic Energy Authority"
