"","Department","Entity","Date","Expense Type","Expense Area","Supplier ","Transaction Number"," Amount ","Description","Supplier Postcode","Supplier Type","Contract Number","Project Code","Expenditure Type","Vat Registration Number"
"135","Defra","AHVLA",2013-02-25,"LVI Claims","Chief Operating Officer DG","XL FARMCARE WEST MIDLANDS LTD~114213469","LVI154225",81456.53,"Payment to veterinary practice for services provided in an official capacity on behalf of AHVLA","ST14 8EB","SME","","00000000","Expense",""
"136","Defra","AHVLA",2013-02-25,"LVI Claims","Chief Operating Officer DG","WESTPOINT VET GROUP LTD~850620743","LVI154640",27637.54,"Payment to veterinary practice for services provided in an official capacity on behalf of AHVLA","RH12 3SH","SME","","00000000","Expense",""
"137","Defra","AHVLA",2013-02-12,"Travel UK","Chief Operating Officer DG","Redfern Travel Ltd","046291",86805.23,"Payment of the monthly AHVLA travel charges to Redfern Travel Ltd","BD1 3AZ","SME","","00000000","Expense",""
"138","Defra","AHVLA",2013-02-08,"Hard charges","Chief Operating Officer DG","D T Z","40802",70752.9,"Accommodation Charges Parc Pensarm Carmarthen October 1st to December 31st 2012","B4 6HT","","","HARDESTA","Expense",""
"139","Defra","AHVLA",2013-02-08,"Hard charges","Chief Operating Officer DG","D T Z","40756",43881,"Accommodation Charges Hadrian House Carlisle October 1st to December 31st 2012","B4 6HT","","","HARDESTA","Expense",""
"140","Defra","AHVLA",2013-02-08,"Hard charges","Chief Operating Officer DG","D T Z","40720",83470.35,"Accommodation Charges Nobel House Westminster October 1st to December 31st 2012","B4 6HT","","","HARDESTA","Expense",""
"141","Defra","AHVLA",2013-02-08,"Hard charges","Chief Operating Officer DG","D T Z","40765",70416.96,"Accommodation Charges Clyst House Exeter October 1st to December 31st 2012","B4 6HT","","","HARDESTA","Expense",""
"142","Defra","AHVLA",2013-02-08,"Hard charges","Chief Operating Officer DG","D T Z","40788",84381.58,"Accommodation Charges Barnwood Park Gloucester October 1st to December 31st 2012","B4 6HT","","","HARDESTA","Expense",""
"143","Defra","AHVLA",2013-02-08,"Hard charges","Chief Operating Officer DG","D T Z","40678",42928.45,"Accommodation Charges Whittington Road Worcester October 1st to December 31st 2012","B4 6HT","","","HARDESTA","Expense",""
"144","Defra","AHVLA",2013-02-08,"Hard charges","Chief Operating Officer DG","D T Z","40789",68341.33,"Accommodation Charges Beacon House Stafford October 1st to December 31st 2012","B4 6HT","","","HARDESTA","Expense",""
"145","Defra","AHVLA",2013-02-08,"Hard charges","Chief Operating Officer DG","D T Z","40794",42570.7,"Accommodation Charges Quadrant House Newcastle October 1st to December 31st 2012","B4 6HT","","","HARDESTA","Expense",""
"146","Defra","AHVLA",2013-02-08,"Hard charges","Chief Operating Officer DG","D T Z","40860",46071.58,"Accommodation Charges Redwing House Chelmsford October 1st to December 31st 2012","B4 6HT","","","HARDESTA","Expense",""
"147","Defra","AHVLA",2013-02-08,"Hard charges","Chief Operating Officer DG","D T Z","40759",77331.21,"Accommodation Charges Liberty House Reigate October 1st to December 31st 2012","B4 6HT","","","HARDESTA","Expense",""
"148","Defra","AHVLA",2013-02-08,"Hard charges","Chief Operating Officer DG","D T Z","40761",38102.58,"Accommodation Charges Llanishen Cardiff October 1st to December 31st 2012","B4 6HT","","","HARDESTA","Expense",""
"149","Defra","AHVLA",2013-02-18,"Postage - Including FCO Bag Service (C)","Chief Operating Officer DG","Promotional Logistics Ltd","OPI130800",27953,"Letters generated by SAM (IT Computer System)","CO10 2XG","SME","","00000000","Expense",""
"150","Defra","AHVLA",2013-02-18,"Lab & Technical Equipment","Chief Operating Officer DG","Genus Breeding Ltd.","21112993",25633.9,"Provision of services for vaccinations in the event of an emergency","CW6 9HY","SME","","EMERVACC","Expense",""
"151","Defra","AHVLA",2013-02-22,"Interim Staff","Chief Operating Officer DG","Eville & Jones (UK) Ltd","752",27946.35,"Provision of temporary vets in the South West Region for 26/03/12 to 31/01/13","LS15 8ZB","SME","","00000000","Expense",""
"152","Defra","AHVLA",2013-02-25,"LVI Claims","Chief Operating Officer DG","CASTLE VETERINARY GROUP LTD~807674214","LVI154625",34626.24,"Payment to veterinary practice for services provided in an official capacity on behalf of AHVLA","PL15 7ED","SME","","00000000","Expense",""
"153","Defra","AHVLA",2013-02-25,"LVI Claims","Chief Operating Officer DG","TORCH FARM AND EQUINE LTD~136138523","LVI154279",40977.15,"Payment to veterinary practice for services provided in an official capacity on behalf of AHVLA","EX31 3FG","SME","","00000000","Expense",""
"154","Defra","AHVLA",2013-02-25,"LVI Claims","Chief Operating Officer DG","FARMVETS SOUTHWEST LTD~319585037","LVI154482",27418.93,"Payment to veterinary practice for services provided in an official capacity on behalf of AHVLA","TA6 6DF","SME","","00000000","Expense",""
"155","Defra","AHVLA",2013-02-25,"LVI Claims","Chief Operating Officer DG","SHEPTON VETERINARY GROUP LTD~130121542","LVI154258",25809.86,"Payment to veterinary practice for services provided in an official capacity on behalf of AHVLA","BA4 5QH","SME","","00000000","Expense",""
"156","Defra","AHVLA",2013-02-25,"LVI Claims","Chief Operating Officer DG","TIBBS AND SIMMONS LTD~900711374","LVI154653",25519.49,"Payment to veterinary practice for services provided in an official capacity on behalf of AHVLA","BS40 5TZ","SME","","00000000","Expense",""
"157","Defra","AHVLA",2013-02-25,"LVI Claims","Chief Operating Officer DG","George Veterinary Group~137680257","LVI154282",33016.21,"Payment to veterinary practice for services provided in an official capacity on behalf of AHVLA","SN16 9AA","SME","","00000000","Expense",""
"158","Defra","AHVLA",2013-02-25,"LVI Claims","Chief Operating Officer DG","SYNERGY FARM HEALTH LTD~979392255","LVI154686",56789.47,"Payment to veterinary practice for services provided in an official capacity on behalf of AHVLA","DT2 0LD","SME","","00000000","Expense",""
"159","Defra","AHVLA",2013-02-08,"GPC Card","Central Finance Group","Barclaycard Business Issuing","471532064905828631012013",45967.04,"Payment of the monthly invoice for purchases made through Barclaycard","TS17 6YG","SME","","00000000","Asset",""
"160","Defra","AHVLA",2013-02-12,"Mobile Phones","Central Finance Group","Vodafone Ltd","66235785",35507.8,"Payment of the monthly invoice to Vodafone","","","","00000000","Asset",""
"161","Defra","AHVLA",2013-02-25,"LVI Claims","Chief Operating Officer DG","Nantwich Veterinary Group~278632327","LVI154448",26409.12,"Payment to veterinary practice for services provided in an official capacity on behalf of AHVLA","CW5 5SF","SME","","00000000","Expense",""
"162","Defra","AHVLA",2013-02-25,"LVI Claims","Chief Operating Officer DG","MARKET HALL VETS~869595055","LVI154643",27912.76,"Payment to veterinary practice for services provided in an official capacity on behalf of AHVLA","SA33 4DY","SME","","00000000","Expense",""
"163","Defra","AHVLA",2013-02-25,"LVI Claims","Chief Operating Officer DG","NORTH PARK VETERINARY GROUP LTD~141110144","LVI154289",31262.98,"Payment to veterinary practice for services provided in an official capacity on behalf of AHVLA","EX20 2DT","SME","","00000000","Expense",""
"164","Defra","AHVLA",2013-02-25,"LVI Claims","Chief Operating Officer DG","The Vale Veterinary Group~141003340","LVI154288",28366.52,"Payment to veterinary practice for services provided in an official capacity on behalf of AHVLA","EX16 4LF","SME","","00000000","Expense",""
"165","Defra","AHVLA",2013-02-25,"LVI Claims","Chief Operating Officer DG","Fenton Veterinary Practice~122901407","LVI154243",25068.64,"Payment to veterinary practice for services provided in an official capacity on behalf of AHVLA","SA61 1BN","SME","","00000000","Expense",""
"166","Defra","AHVLA",2013-02-18,"LVI ERNIC Suspense","Chief Operating Officer DG","H M Revenue & Customs","060213",60624.43,"Employer's National Insurance Contributions on outsourced vets used by AHVLA","BD98 8AA","","","00000000","Liability",""
"167","Defra","AHVLA",2013-02-25,"LVI Claims","Chief Operating Officer DG","PROSTOCK VETS LLP~108174136","LVI154222",32350.7,"Payment to veterinary practice for services provided in an official capacity on behalf of AHVLA","SA33 5DR","SME","","00000000","Expense",""
"168","Defra","AHVLA",2013-02-25,"LVI Claims","Chief Operating Officer DG","Penbode Veterinary Group~143290584","LVI154301",63706.85,"Payment to veterinary practice for services provided in an official capacity on behalf of AHVLA","EX22 6HB","SME","","00000000","Expense",""
"169","Defra","AHVLA",2013-02-25,"LVI Claims","Chief Operating Officer DG","MILFEDDYGON Y WERN/  WERN VETERINAR~159252551","LVI154318",36561.61,"Payment to veterinary practice for services provided in an official capacity on behalf of AHVLA","LL15 ITG","SME","","00000000","Expense",""
"170","Defra","AHVLA",2013-02-28,"Lab & Technical Equipment","","Illumina UK Ltd","457746",65510.6,"Purchase of specialist consumables for Illumina sequencer","CB10 1XL","SME","","00000000","Expense",""
"171","Defra","AHVLA",2013-02-26,"Additions In Year","","DEFRA","1000022095",2117692.84,"Capital additions to buildings","YO1 7PX","","","00000000","Asset",""
"172","Defra","AHVLA",2013-02-12,"Office Eqpt Hire","","Danwood Finance Ltd","002130002339",27370.62,"Copier rental costs for the period Feb-May 2013","RH1 1NY","","","00000000","Expense",""
"173","Defra","AHVLA",2013-02-04,"FM Projects Non Capital Works","","DEFRA","1000019289",85004.1,"Non-Capital building works","YO1 7PX","","","00000000","Asset",""
"174","Defra","AHVLA",2013-02-26,"Sub Contracted Services","","A D A S UK Ltd","RIRP067319",39583.33,"Research Studies: Maintenance of a Transmissible Spongiform Encephalopathy-free flock for February 2013","WV6 5AP","","","TSSE1931","Expense",""
"175","Defra","AHVLA",2013-02-26,"Sub Contracted Services","","The Pirbright Institute","18814",52992,"Disinfectant efficacy testing against Foot and Mouth Disease and Swine Vesicular Disease (July-December 2012)  ","GU24 0NF","","","RDFT1368","Expense",""
"176","Defra","AHVLA",2013-02-18,"Sub Contracted Services","","Food & Environment Research Agency","F0027282",80583.85,"Research Studies: TB vaccine studies (October - December 2012)","YO41 1LZ","","","TBSE3246","Expense",""
"177","Defra","AHVLA",2013-02-12,"Training Services/Training Course Development","","Swets Information Services","6700284401",71188.96,"Online journal subscriptions for the AHVLA Library","OX14 1UQ","","","00000000","Expense",""
"178","Defra","AHVLA",2013-02-20,"Salary - Permanent Staff","","L G C Limited","50207960",46958.56,"Transfer of Undertakings (Protection of Employment) Regulations 2006 (TUPE) costs following transfer of Transmissible Spongiform Encephalopathy testing to LGC Ltd","TW11 0LY","SME","","00000000","Expense",""
"179","Defra","AHVLA",2013-02-08,"Hard charges","","D T Z","40653",33321.31,"Accommodation Charges: The Elms, Sutton Bonington, October 1st to December 31st 2012","B4 6HT","","","HARDESTA","Expense",""
"180","Defra","AHVLA",2013-02-08,"Hard charges","","D T Z","40672",28510.26,"Accommodation Charges: Calthwaite, Penrith, October 1st to December 31st 2012","B4 6HT","","","HARDESTA","Expense",""
"181","Defra","AHVLA",2013-02-08,"Hard charges","","D T Z","40652",29117.75,"Accommodation Charges: Harlescott, Shrewsbury, October 1st to December 31st 2012","B4 6HT","","","HARDESTA","Expense",""
"182","Defra","AHVLA",2013-02-08,"Hard charges","","D T Z","40779",79834.41,"Accommodation Charges: Pentlands, Penicuik, October 1st to December 31st 2012","B4 6HT","","","HARDESTA","Expense",""
"183","Defra","AHVLA",2013-02-06,"Hard charges","","D T Z","40469",377444.02,"Core Services New Haw Weybridge February 2013","B4 6HT","","","HARDESTA","Expense",""
"184","Defra","AHDB",2013-03-18,"Invoice","","HD Communications Ltd","EBL/1527",25000,"English Beef and Lamb Executive Trade Communications Programme - Press relations support and event management activity both relating to Ladies in Beef programme.  Forms part of AHDB exemption from Marketing Spend Controls","KT16 8LA","HD Communications Ltd","","","","-"
"185","Defra","AHDB",2013-02-08,"Invoice","","University of Warwick","90646956",26000,"Project costs: Inflammatory infections (mastitis) in meat ewes - the role of chronic infection and udder conformation.","CV4 8UW","University of Warwick","","","","545270058"
"186","Defra","AHDB",2013-03-05,"Invoice","","National Inst of Ag Botany","NI4996",27507.5,"Instalment one of 2013 Innoculated tests - Cereals and oilseeds Recommend List Trials","CB3 0LE","National Inst of Ag Botany","","","","-"
"187","Defra","AHDB",2013-02-25,"Invoice","","TNS UK Ltd","260117403",28521.36,"Potato and Dairy market reports fee for 3x4 week period ending 12 May 2013","W5 1UA","TNS UK Ltd","","","","210325428"
"188","Defra","AHDB",2013-02-18,"Invoice","","Vetscore Ltd","187",28909,"Abbatoir health scores for lesions in pigs","HG4 1XW","Vetscore Ltd","","","","859968731"
"189","Defra","AHDB",2013-02-08,"Invoice","","UK-IDF","02/13",31500,"Annual Subscription","W1U 6QQ","UK-IDF","","","","-"
"190","Defra","AHDB",2013-02-18,"Invoice","","University of Warwick","90648018",31500,"Project costs year 2012/13: Control of carrot spot through the use of Pre-crop green manures/biofumigation","CV4 8UW","University of Warwick","","","","545270058"
"191","Defra","AHDB",2013-03-05,"Invoice","","TNS UK Ltd","260114082",35777.08,"Consumer Insight Data - fee for 3x4 weeks ending 25 November 2012      ","W5 1UA","TNS UK Ltd","","","","210325428"
"192","Defra","AHDB",2013-03-05,"Invoice","","Vet Image Solutions Ltd","617002",36030,"Scanning Services 6 x S6 Scanners and probes, with foot switches","BR1 3RB","Vet Image Solutions Ltd","","","","103922936"
"193","Defra","AHDB",2013-02-18,"Invoice","","University of Nottingham","6980002",40631,"Project RC35AC Research Partnership on dairy cattle health - instalment for January 2013","RG7 2RD","University of Nottingham","","","","690391225"
"194","Defra","AHDB",2013-02-18,"Invoice","","SAC Commercial Ltd","20703382",41964,"Development of an effective methodology for monitoring health and welfare status in the pig industry Stage 1 - project time, veterinary consultation group, steering group, travel and subsistence","EH9 3JG","SAC Commercial Ltd","","","","435882817"
"195","Defra","AHDB",2013-03-05,"Invoice","","National Inst of Ag Botany","NI4998",43510.49,"Cereal Quality testing H2012","CB3 0LE","National Inst of Ag Botany","","","","100132207"
"196","Defra","AHDB",2013-03-05,"Invoice","","National Inst of Ag Botany","NI4995",47835,"1st Instalment of main trials packages H2013","CB3 0LE","National Inst of Ag Botany","","","","100132207"
