"","Department","Entity","Date","Expense Type","Expense Area","Supplier ","Transaction Number","Amount","Description","Supplier Postcode","Supplier Type","Contract Number","Project Code","Expenditure Type","Vat Registration Num"
"483","DEFRA","NE",2015-01-29,"IT services, equipment & consumables","Corporate Services","Atos IT Services UK Ltd","5584173607",141463.2,"Hosting, support and development of the Genesis IT System - November 2014","WV10 6UH","","Ecm_6399","","",""
"484","DEFRA","NE",2015-01-29,"Land Management payments","People, Landscape & Biodiversity","Charles Blois","ERS-986612-51120",91471.81,"Minsmere and Walberswick National Nature Reserve Heathland Land Lease - 2014-15 ","IP17 3EQ","SME","","","",""
"485","DEFRA","NE",2015-01-29,"Land Management payments","People, Landscape & Biodiversity","Charles Blois","ERS-986611-51119",89466.58,"Minsmere and Walberswick National Nature Reserve Heathland Land Lease - 2014-15 - half yearly payment - 20 January 2015","IP17 3EQ","SME","","","",""
"486","DEFRA","NE",2015-01-29,"IT services, equipment & consumables","Corporate Services","IBM United Kingdom Ltd","5812140892",25998.91,"Network services at new Manchester office - Arndale House","GU1 2LD","SME","","","",""
"487","DEFRA","NE",2015-01-29,"Telephony costs","Corporate Services","Level 3 Communications UK Limited","80382827",26551.9,"Telephony services - September 2014-March 2015","RG24 8NA","","ecm_398","","",""
"488","DEFRA","NE",2015-01-29,"Grants & contributions","People, Landscape & Biodiversity","North York Moors National Park","ERS-986619-51115",47007.97,"Grant for Cleveland Way and Yorkshire Wolds Way - 2014-15","YO62 5BP","SME","","","",""
"489","DEFRA","NE",2015-01-29,"Grants & contributions","People, Landscape & Biodiversity","R S P B","ERS-986628-51116",35218.32,"Nature Improvement Area Fund Dearne Valley Green Heart - 2014-15","S73 0YF","","","","",""
"490","DEFRA","NE",2015-01-29,"Travel & subsistence costs","Corporate Services","Redfern Travel Ltd","98941",251314.67,"Rail travel costs - January 2015","BD1 3AZ","SME","","","",""
"491","Defra","SFIA",2015-01-23,"Contract","Project","Sea Scope Ltd","006",72430.5,"Catch composition using electronic monitoring - 2014-15 Quarter 2","YO11 2DR","","","","",""
"492","Defra","SFIA",2015-01-09,"Contract","Project","Acoura","Acoura / 14 / 06",41808,"Management Development Plan - final 40% payment","EH28 8NF","","","","",""
"493","Defra","SFIA",2015-01-09,"Contract","Project","WEST YORKSHIRE PENSION FUND","MTH 09",32284.54,"Pensions - December 2014","BD1 1UP","","","","",""
"494","Defra","SFIA",2015-01-16,"Contract","Project","RDSI","RDLD00190",27840,"Seafood in Food service project - first invoice","EC1V 1LR","","","","",""
"495","Defra","SFIA",2015-01-16,"Contract","Project","RDSI","RDLD00191",26800,"Seafood in Food service project - final invoice","EC1V 1LR","","","","",""
"496","Defra","SFIA",2015-01-16,"Contract","Project","Carat","181845",27139.48,"Omega 3 project digital placement - October-November 2014","EH1 3HU","","","","",""
"497","DEFRA","VMD",2015-01-08,"STATUTORY RESIDUES SURVEILLANCE - LABORATORY TESTING","RESIDUES SURVEILLANCE UNIT","FOOD & ENV. RESEARCH AGENCY","0000068853",205119.74,"Laboratory testing of food animal products under the Statutory Residues Surveillance Programme - December 2014","YO4 1LZ","GOVN","","","ADMINISTRATION",""
"498","DEFRA","VMD",2015-01-08,"STATUTORY RESIDUES SURVEILLANCE - SAMPLE COLLECTION","RESIDUES SURVEILLANCE UNIT","FOOD STANDARDS AGENCY","0000068854",32709.32,"Collection of samples of food animal products for laboratory testing under the Statutory Residues Surveillance Programme - December 2014","YO1 7PX","GOVN","","","ADMINISTRATION",""
"499","DEFRA","KEW",2015-01-21,"Finance Charges","IT","Norland Managed Services Ltd","7002470",41347.77,"Facilities Management Contractor","SE1 1RU","Trade Creditors","","","Insurance",""
"500","DEFRA","KEW",2015-01-08,"Utilities","Estates","Corona Energy Retail 4 Limited","7002142",47875.13,"Gas","WD17 1JW","Trade Creditors","","","Gas",""
"501","DEFRA","KEW",2015-01-06,"Utilities","Estates","EDF Energy Customers plc","7002041",57952.95,"Electricity","PL3 5RG","Trade Creditors","","","Electricity - Grid",""
"502","DEFRA","KEW",2015-01-08,"Utilities","Estates","EDF Energy Customers plc","7002297",60939.99,"Electricity","PL3 5RG","Trade Creditors","","","Electricity - Grid",""
"503","DEFRA","KEW",2015-01-08,"Property Related","Estates","Norland Managed Services Ltd","7001506",39878.11,"Facilities Management Contractor","SE1 1RU","Trade Creditors","","","Maintenance-Reactive",""
"504","DEFRA","KEW",2015-01-21,"Consumables & Materials","Director Of Public Programmes","Greenspace Scotland Ltd","7002723",48500,"Publication production costs","FK8 1QZ","Trade Creditors","","","Publication production costs",""
"505","DEFRA","KEW",2015-01-21,"Property Related","Estates","Julius Rutherfoord Commercial Cleaning","7001815",30001.55,"Cleaning Contractor","SW8 3NS","Trade Creditors","","","Office and window cleaning",""
"506","DEFRA","KEW",2015-01-28,"Property Related","Estates","Julius Rutherfoord Commercial Cleaning","7002305",30001.55,"Cleaning Contractor","SW8 3NS","Trade Creditors","","","Office and window cleaning",""
"507","DEFRA","KEW",2015-01-16,"Capital/Equipment","Estates","SSE Contracting Ltd","7002480",21565.6,"Ruined Arch Power Supply","CO5 0LX","Trade Creditors","RBGKEW/030","","New works-Pt II-other costs",""
"508","DEFRA","KEW",2015-01-28,"ICT","IT","Gateway Ticketing Systems UK Ltd","7002252",37883.6,"Customer Relationship Management (CRM) System","W14 0HN","Trade Creditors","","","Computer Software Capitalised",""
"509","DEFRA","KEW",2015-01-28,"Capital/Equipment","Temperate House","ISG Construction Ltd","7002780",266736.77,"Temperate House Main Contractor","EC3N 1AG","Trade Creditors","","","New works-Pt I-other costs",""
"510","DEFRA","KEW",2015-01-21,"Capital/Equipment","Estates","Ove Arup & Partners Limited","7002595",30000,"Mechanical and Electrical systems Engineering Services","W1T 4BQ","Trade Creditors","RBGKEW/059","","New works-Pt II-other costs",""
"511","DEFRA","KEW",2015-01-28,"Consultancy & Professional Services","IT","Silverbear Limited","7002547",33566.65,"Customer Relationship Management (CRM) System - Development","GU1 1EA","Trade Creditors","RBGKEW/118","","Professional Services - IT","742 5236 44"
"512","DEFRA","RPA",2015-01-26,"Information Technology Support and Maintenance","Service Management","Accenture","3003269432",414461.88,"Rural Payments Agency Information Technology Application Support services and project work - January 2015","EC3M 3BD","Supplier","66010, 100053, 100716, 100263, 100302, 100719, 100460, 100543, 100615, 100616, 100658, 100714","SPS0110, PPS03700, FOP01000, SIPRLR07, SIPRLR02","Admin","788 6290 66"
"513","DEFRA","RPA",2015-01-15,"Mailing Services","Common Agricultural Policy Delivery Programme Customer requirement","Adare Limited","IS1245343",66429.02,"Postage - December 2014","HD8 9QQ","Supplier","100683","MDSCRS01","Admin","BLANK"
"514","DEFRA","RPA",2015-01-16,"Mailing Services","Managed Document Service","Adare Limited","IS1244461",32887.34,"Postage - December 2014","HD8 9QQ","Supplier","100280, 100664, 100665, 100666, 100690, 100691, 100699, 100703, 100707","MDSFIN01, MDSSPS01, MDSCREG1, MDSGIS01","Admin","BLANK"
"515","DEFRA","RPA",2015-01-22,"Mailing Services","Managed Document Service","Adare Limited","IS1244827",70962.98,"Postage week 1 - December 2014","HD8 9QQ","Supplier","100280, 100664, 100665, 100666, 100690, 100691, 100699, 100703, 100707","MDSFIN01, MDSSPS01, MDSCREG1, MDSGIS01","Admin","BLANK"
"516","DEFRA","RPA",2015-01-08,"Specialist Contractors - Implementation","Information Management and Architecture","Badenoch & Clark","4613730",25740,"Contractor costs -8 August-19 September 2014","EC4V 4BG","Supplier","100015","","Admin","GB232347975"
"517","DEFRA","RPA",2015-01-08,"Specialist Contractors - Implementation","Corporate Communications","Badenoch & Clark","4608802",25160.58,"Contractor costs -19 September-28 November 2014","EC4V 4BG","Supplier","100349, 66215","","Admin","GB232347975"
"518","DEFRA","RPA",2015-01-12,"Specialist Contractors - Implementation","Information Management and Architecture","Badenoch & Clark","4608817",37762.2,"Contractor costs - 23 May-19 September 2014","EC4V 4BG","Supplier","100014","","Admin","GB232347975"
"519","DEFRA","RPA",2015-01-13,"Contingent Labour - Specialist Contractors - Implementation","Various","Capita Business Services Ltd","LO10021141",81608.48,"Fees and Expenses various contractors - 8 December-20 December 2014","SL6 1DP","Supplier","","","Admin","GB618184140"
"520","DEFRA","RPA",2015-01-05,"Contingent Labour - Specialist Contractors - Implementation","Various","Capita Business Services Ltd","LO10019380",44672.71,"Fees and Expenses various contractors -1 December 2014-6 December 2014","SL6 1DP","Supplier","","","Admin","GB618184140"
"521","DEFRA","RPA",2015-01-05,"Contingent Labour - Specialist Contractors - Implementation","Various","Capita Business Services Ltd","LO10020806",54616.22,"Fees and Expenses various contractors - 17 November-20 November 2014","SL6 1DP","Supplier","","","Admin","GB618184140"
"522","DEFRA","RPA",2015-01-07,"Cartographic and Digitising","Planning and Modelling","Cyient Europe Ltd","970002826",192733.51,"Rural Land Register Geographical information services Digitisation - Amended parcels for November 2014","WC1V 6RL","Supplier","65711","","Admin","GB606138069"
"523","DEFRA","RPA",2015-01-23,"Facilities Management","Corporate Services","Defra Capita Property and Infrastructure","100254/3984",45048.79,"Depreciation Costs for Northgate House, Reading site - October 2014","YO1 7PX","Supplier","100749","","Admin","GB888800181"
"524","DEFRA","RPA",2015-01-26,"Facilities Management","Corporate Services","Defra Capita Property and Infrastructure","100254/4276",43854.91,"Core Facilities management charges Reading site - October 2014","YO1 7PX","Supplier","100749","","Admin","GB888800181"
"525","DEFRA","RPA",2015-01-26,"Facilities Management","Corporate Services","Defra Capita Property and Infrastructure","100254/4259",38819.44,"Core Facilities management charges Workington site - October 2014","YO1 7PX","Supplier","100749","","Admin","GB888800181"
"526","DEFRA","RPA",2015-01-26,"Facilities Management","Corporate Services","Defra Capita Property and Infrastructure","100254/4213",32288.68,"Core Facilities management charges Carlisle site - October 2014","YO1 7PX","Supplier","100749","","Admin","GB888800181"
"527","DEFRA","RPA",2015-01-26,"Facilities Management","Corporate Services","Defra Capita Property and Infrastructure","100254/4430",38819.44,"Core Facilities management charges Workington site - November 2014","YO1 7PX","Supplier","100749","","Admin","GB888800181"
"528","DEFRA","RPA",2015-01-26,"Facilities Management","Corporate Services","Defra Capita Property and Infrastructure","100254/4447",43854.91,"Core Facilities management charges Reading site - November 2014","YO1 7PX","Supplier","100749","","Admin","GB888800181"
"529","DEFRA","RPA",2015-01-26,"Facilities Management","Corporate Services","Defra Capita Property and Infrastructure","100254/4385",32288.68,"Core Facilities management charges Carlisle site - November 2014","YO1 7PX","Supplier","100749","","Admin","GB888800181"
"530","DEFRA","RPA",2015-01-28,"Facilities Management","Corporate Services","Defra Capita Property and Infrastructure","100254/4684",45048.79,"Depreciation Costs for Northgate House, Reading site - November 2014","YO1 7PX","Supplier","100749","","Admin","GB888800181"
"531","DEFRA","RPA",2015-01-29,"Facilities Management","Corporate Services","Defra Capita Property and Infrastructure","100254/5500",32304.63,"Core Facilities management charges Carlisle site - December 2014","YO1 7PX","Supplier","100749","","Admin","GB888800181"
"532","DEFRA","RPA",2015-01-29,"Facilities Management","Corporate Services","Defra Capita Property and Infrastructure","100254/5547",38837.49,"Core Facilities management charges Workington site - December 2014","YO1 7PX","Supplier","100749","","Admin","GB888800181"
"533","DEFRA","RPA",2015-01-29,"Facilities Management","Corporate Services","Defra Capita Property and Infrastructure","100254/5564",43758.52,"Core Facilities management charges Reading site -December 2014","YO1 7PX","Supplier","100749","","Admin","GB888800181"
"534","DEFRA","RPA",2015-01-29,"Facilities Management","Corporate Services","Defra Capita Property and Infrastructure","100254/4931",45048.79,"Depreciation Costs for Northgate House, Reading site - December 2014","YO1 7PX","Supplier","100749","","Admin","GB888800181"
"535","DEFRA","RPA",2015-01-27,"Rural Payments Agency Vehicle lease costs","Various","Environment Agency","1168728",268276.3,"Lease car charges - August 2014","PE2 8YD","Supplier","100319, 100320, 100321, 100322, 100357, 100372, 100380, 100401, 100461, 100731, 100732, 100733, 100742, 100757, 700764, 100767, 100768","","Admin","662 4901 34"
"536","DEFRA","RPA",2015-01-09,"Food Standards Agency","British Cattle Movement Service","Food Standards Agency","1702852",59541.37,"Cattle Passports work - September 2014","YO1 7PX","Supplier","100232","","Admin","GB888847046"
"537","DEFRA","RPA",2015-01-13,"Specialist Contractors - Implementation","Farm Inspectors - North","Hall Mark","SI000826",124956,"Inspectorate resource augmentation for additional SAG/CII Inspections Nov 2014","GL10 2BJ ","Supplier","100369","","Admin","800 5436 68"
"538","DEFRA","RPA",2015-01-29,"Specialist Contractors - Implementation","Farm Inspectors - North","Hall Mark","SI000851",70488,"Inspectorate resource augmentation for additional SAG/CII Inspections Dec 2014","GL10 2BJ ","Supplier","100369","","Admin","800 5436 68"
"539","DEFRA","RPA",2015-01-15,"Information Technology Support and Maintenance","Service Management","IBM","5801150283",43245.6,"Additional desktop support resource at the Customer Service Centres of Workington and Carlisle - 21 July-27 October 2014","PO6 3AE","Supplier","100205, 100300","IBMBS000","Admin","GB107328000"
"540","DEFRA","RPA",2015-01-29,"Information Technology Infrastructure Changes","Service Management","IBM","5801151215",56047.21,"Storage Area Network (SAN) Managed Service XIV Implementation January 2015","PO6 3AE","Supplier","100096","IBMBS000","Admin","GB107328000"
"541","DEFRA","RPA",2015-01-13,"","","National Audit Office","5102",1009706.4,"Provision of audit services in respect of the European Union Agricultural Funds Accounts for 2014","SW1W 9SP","Supplier","","","Admin","417 6324 57"
"542","DEFRA","RPA",2015-01-27,"Contingent Labour - Specialist Contractors - Implementation","Farm Inspectors - North","NSF Agriculture","110221",137180.4,"Good Agricultural and Environmental Condition (GAEC)1 Inspections, Food & Feed law (SMR4) Inspections, GAEC1/SMR4 Combined Inspections ","OX29 8SJ","Supplier","100330","","Admin","GB663241939"
"543","DEFRA","RPA",2015-01-06,"Customer Surveys","Customer Strategy Team","ORC International","001483",32724,"Rural Payments Agency Customer Insight programme July-September 2014","EC1V 2NT","Supplier","66319","","Admin","681 6321 34"
"544","DEFRA","RPA",2015-01-28,"Travel (UK)","Various","Redfern Travel Ltd","097718",106836.3,"Travel charges Various cost centres - December 2014","BD1 3AZ","Supplier","","","Admin","GB708374133"
"545","DEFRA","RPA",2015-01-08,"Customer Related printing - animal movement, mailing services and outsourced scanning costs","Managed Document Service","Williams Lea UK Ltd","DEFRA-RPA14120001",37657.72,"Customer Related printing, animal movement and outsourced scanning costs and postage - November 2014","EC1M 4NA","Supplier","100046, 100571, 100179","MDSBCMS1","Admin","GB662774403"
