"","Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (<U+00A3>)","Payscale Maximum (<U+00A3>)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"869","Department of Health","Department of Health","External Relations Directorate","ERD046","G6",57075,75035,"Senior Communications Manager",1,"Communications"
"870","Department of Health","Department of Health","External Relations Directorate","ERD046","G6",57075,75035,"Senior Communications Manager",1,"Communications"
"871","Department of Health","Department of Health","External Relations Directorate","ERD046","EO",21438,30275,"Communications Support Officer",4,"Communications"
"872","Department of Health","Department of Health","External Relations Directorate","ERD046","HEO",26492,37316,"Operational Manager",1,"Communications"
"873","Department of Health","Department of Health","External Relations Directorate","ERD046","HEO",26492,37316,"Press Officer",15,"Communications"
"874","Department of Health","Department of Health","External Relations Directorate","ERD046","SEO",33675,45769,"Press Officer",2,"Communications"
"875","Department of Health","Department of Health","External Relations Directorate","ERD046","SEO",33675,45769,"Senior Information Manager",1,"Communications"
"876","Department of Health","Department of Health","External Relations Directorate","ERD046","HEO",26492,37316,"Senior Press Officer",1,"Communications"
"877","Department of Health","Department of Health","External Relations Directorate","ERD046","SEO",33675,45769,"Senior Press Officer",4,"Communications"
"878","Department of Health","Department of Health","External Relations Directorate","ERD046","G7",45299,61976,"Senior Communications Manager",1,"Communications"
"879","Department of Health","Department of Health","External Relations Directorate","ERD047","HEO",26492,37316,"Communications Manager",1,"Communications"
"880","Department of Health","Department of Health","External Relations Directorate","ERD047","HEO",26492,37316,"Communications Support Officer",1,"Communications"
"881","Department of Health","Department of Health","External Relations Directorate","ERD047","HEO",26492,37316,"Communications Manager",1,"Communications"
"882","Department of Health","Department of Health","External Relations Directorate","ERD047","SEO",33675,45769,"Communications Manager",1,"Communications"
"883","Department of Health","Department of Health","External Relations Directorate","ERD047","SEO",33675,45769,"Communications Manager",4,"Communications"
"884","Department of Health","Department of Health","External Relations Directorate","ERD047","HEO",26492,37316,"Communications Manager",1,"Communications"
"885","Department of Health","Department of Health","External Relations Directorate","ERD047","SEO",33675,45769,"Communications Manager",1,"Communications"
"886","Department of Health","Department of Health","External Relations Directorate","ERD047","EO",21438,30275,"Communications Support Officer",3,"Communications"
"887","Department of Health","Department of Health","External Relations Directorate","ERD047","G7",45299,61976,"Senior Communications Manager",1,"Communications"
"888","Department of Health","Department of Health","External Relations Directorate","ERD047","G7",45299,61976,"Senior Communications Manager",1,"Communications"
"889","Department of Health","Department of Health","External Relations Directorate","ERD047","G6",57075,75035,"Senior Communications Manager",1,"Communications"
"890","Department of Health","Department of Health","External Relations Directorate","ERD047","SEO",33675,45769,"Communications Manager",1,"Communications"
"891","Department of Health","Department of Health","External Relations Directorate","ERD047","SEO",33675,45769,"Communications Manager",1,"Communications"
"892","Department of Health","Department of Health","External Relations Directorate","ERD047","SEO",33675,45769,"Communications Manager",1,"Communications"
"893","Department of Health","Department of Health","External Relations Directorate","ERD047","EO",21438,30275,"Communications Support Officer",1,"Communications"
"894","Department of Health","Department of Health","External Relations Directorate","ERD056","EO",21438,30275,"Assistant Private Secretary",1,"Operational Delivery"
"895","Department of Health","Department of Health","External Relations Directorate","ERD056","FS",29992,41546,"Assistant Private Secretary",1,"Operational Delivery"
"896","Department of Health","Department of Health","External Relations Directorate","ERD056","AO",17209,23567,"Diary Secretary",1,"Operational Delivery"
"897","Department of Health","Department of Health","External Relations Directorate","ERD056","EO",21438,30275,"Honours Team Support",2,"Operational Delivery"
"898","Department of Health","Department of Health","External Relations Directorate","ERD056","HEO",26492,37316,"Honours Team Support",1,"Operational Delivery"
"899","Department of Health","Department of Health","External Relations Directorate","ERD056","G7",45299,61976,"Private Secretary",1,"Operational Delivery"
"900","Department of Health","Department of Health","External Relations Directorate","ERD103","EO",21438,30275,"Executive Assistant",1,"Operational Delivery"
"901","Department of Health","Department of Health","External Relations Directorate","ERD103","EO",21438,30275,"Assistant NHS Business Manager",1,"Operational Delivery"
"902","Department of Health","Department of Health","External Relations Directorate","ERD103","HEO",26492,37316,"Assistant NHS Business Manager",4,"Operational Delivery"
"903","Department of Health","Department of Health","External Relations Directorate","ERD103","G6",57075,75035,"Deputy Head of Unit",1,"Operational Delivery"
"904","Department of Health","Department of Health","External Relations Directorate","ERD103","SEO",33675,45769,"Business Manager",5,"Operational Delivery"
"905","Department of Health","Department of Health","External Relations Directorate","ERD103","SEO",33675,45769,"Business Manager",1,"Operational Delivery"
"906","Department of Health","Department of Health","External Relations Directorate","ERD103","EO",21438,30275,"Business Support Officer",6,"Operational Delivery"
"907","Department of Health","Department of Health","External Relations Directorate","ERD103","G7",45299,61976,"Senior Business Manager",1,"Operational Delivery"
"908","Department of Health","Department of Health","External Relations Directorate","ERD103","G7",45299,61976,"Senior Business Manager",1,"Operational Delivery"
"909","Department of Health","Department of Health","External Relations Directorate","ERD103","G7",45299,61976,"Senior Business Manager",1,"Operational Delivery"
"910","Department of Health","Department of Health","External Relations Directorate","ERD144","SEO",33675,45769,"Delivery Team Leader",1,"Programme and Project Management (PPM)"
"911","Department of Health","Department of Health","External Relations Directorate","ERD144","G7",45299,61976,"Business Manager",1,"Programme and Project Management (PPM)"
"912","Department of Health","Department of Health","External Relations Directorate","ERD144","SEO",33675,45769,"Finance Manager",1,"Programme and Project Management (PPM)"
"913","Department of Health","Department of Health","External Relations Directorate","ERD144","HEO",26492,37316,"Finance Officer",1,"Programme and Project Management (PPM)"
"914","Department of Health","Department of Health","External Relations Directorate","ERD144","G7",45299,61976,"Senior Policy Manager",1,"Programme and Project Management (PPM)"
"915","Department of Health","Department of Health","External Relations Directorate","ERD144","G6",57075,75035,"Programme Officer Manager",1,"Programme and Project Management (PPM)"
"916","Department of Health","Department of Health","External Relations Directorate","ERD144","SEO",33675,45769,"HR Officer",1,"Programme and Project Management (PPM)"
"917","Department of Health","Department of Health","External Relations Directorate","ERD144","HEO",26492,37316,"HR Officer",1,"Programme and Project Management (PPM)"
"918","Department of Health","Department of Health","External Relations Directorate","ERD144","G6",57075,75035,"Senior Policy Manager",1,"Programme and Project Management (PPM)"
"919","Department of Health","Department of Health","External Relations Directorate","ERD144","SEO",33675,45769,"Policy Manager",2,"Programme and Project Management (PPM)"
"920","Department of Health","Department of Health","External Relations Directorate","ERD144","G7",45299,61976,"Senior Business Manager",1,"Programme and Project Management (PPM)"
"921","Department of Health","Department of Health","External Relations Directorate","ERD144","EO",21438,30275,"Team Support Officer",1,"Programme and Project Management (PPM)"
"922","Department of Health","Department of Health","External Relations Directorate","ERD144","G6",57075,75035,"Private Secretary",1,"Programme and Project Management (PPM)"
"923","Department of Health","Department of Health","External Relations Directorate","ERD144","HEO",26492,37316,"Diary Manager",1,"Programme and Project Management (PPM)"
"924","Department of Health","Department of Health","External Relations Directorate","ERD144","AO",17209,23567,"Team Support Officer",1,"Programme and Project Management (PPM)"
"925","Department of Health","Department of Health","External Relations Directorate","ERD1946","SEO",33675,45769,"Business Manager",1,"Policy"
"926","Department of Health","Department of Health","External Relations Directorate","ERD1946","EO",21438,30275,"Business Support Officer",1,"Policy"
"927","Department of Health","Department of Health","External Relations Directorate","ERD1946","SEO",33675,45769,"Finance Manager",1,"Policy"
"928","Department of Health","Department of Health","External Relations Directorate","ERD1946","HEO",26492,37316,"Deputy Policy Manager",1,"Policy"
"929","Department of Health","Department of Health","External Relations Directorate","ERD1946","G6",57075,75035,"Senior Policy Manager",1,"Policy"
"930","Department of Health","Department of Health","External Relations Directorate","ERD1946","G7",45299,61976,"Section Head",1,"Policy"
"931","Department of Health","Department of Health","External Relations Directorate","ERD1946","G7",45299,61976,"Senior Policy Manager",1,"Policy"
"932","Department of Health","Department of Health","External Relations Directorate","ERD1946","HEO",26492,37316,"Operational Support Officer",1,"Policy"
"933","Department of Health","Department of Health","External Relations Directorate","ERD1946","EO",21438,30275,"PA Support",1,"Policy"
"934","Department of Health","Department of Health","External Relations Directorate","ERD1946","EO",21438,30275,"PA Support",1,"Policy"
"935","Department of Health","Department of Health","External Relations Directorate","ERD1946","G7",45299,61976,"Policy Manager",1,"Policy"
"936","Department of Health","Department of Health","External Relations Directorate","ERD1946","HEO",26492,37316,"Policy Manager",1,"Policy"
"937","Department of Health","Department of Health","External Relations Directorate","ERD1946","SEO",33675,45769,"Policy Manager",4,"Policy"
"938","Department of Health","Department of Health","External Relations Directorate","ERD1946","SEO",33675,45769,"Policy Manager",1,"Policy"
"939","Department of Health","Department of Health","External Relations Directorate","ERD1946","EO",21438,30275,"Policy Support Officer",1,"Policy"
"940","Department of Health","Department of Health","External Relations Directorate","ERD1946","EO",21438,30275,"Programme Support Officer",1,"Policy"
"941","Department of Health","Department of Health","External Relations Directorate","ERD1946","SEO",33675,45769,"Strategy Advisor",1,"Policy"
"942","Department of Health","Department of Health","External Relations Directorate","ERD1946","G7",45299,61976,"Senior Operational Manager",1,"Policy"
"943","Department of Health","Department of Health","External Relations Directorate","ERD1946","G7",45299,61976,"Senior Operational Manager",1,"Policy"
"944","Department of Health","Department of Health","External Relations Directorate","ERD1946","SEO",33675,45769,"Senior Operational Manager",1,"Policy"
"945","Department of Health","Department of Health","External Relations Directorate","ERD1946","HEO",26492,37316,"Operational Support Officer",1,"Policy"
"946","Department of Health","Department of Health","External Relations Directorate","ERD1946","EO",21438,30275,"Operational Support Officer",1,"Policy"
"947","Department of Health","Department of Health","External Relations Directorate","ERD1946","G7",45299,61976,"Senior Operational Manager",1,"Policy"
"948","Department of Health","Department of Health","External Relations Directorate","ERD1951","HEO",26492,37316,"Policy Manager",1,"Policy"
"949","Department of Health","Department of Health","External Relations Directorate","ERD1951","EO",21438,30275,"Policy Support Officer",1,"Policy"
"950","Department of Health","Department of Health","External Relations Directorate","ERD1951","SEO",33675,45769,"Policy Manager",1,"Policy"
"951","Department of Health","Department of Health","External Relations Directorate","ERD1957","HEO",26492,37316,"Analyst",2,"Social Research"
"952","Department of Health","Department of Health","External Relations Directorate","ERD1957","G6",57075,75035,"Senior Policy Manager",1,"Social Research"
"953","Department of Health","Department of Health","External Relations Directorate","ERD1957","G6",57075,75035,"Senior Policy Manager",1,"Social Research"
"954","Department of Health","Department of Health","External Relations Directorate","ERD1957","G7",45299,61976,"Research Manager",1,"Social Research"
"955","Department of Health","Department of Health","External Relations Directorate","ERD1957","G7",45299,61976,"Senior Analyst",1,"Social Research"
"956","Department of Health","Department of Health","External Relations Directorate","ERD1957","SEO",33675,45769,"Commercial Manager",1,"Social Research"
"957","Department of Health","Department of Health","External Relations Directorate","ERD1957","EO",21438,30275,"Personal Assistant",1,"Social Research"
"958","Department of Health","Department of Health","External Relations Directorate","ERD1957","EO",21438,30275,"Personal Assistant",1,"Social Research"
"959","Department of Health","Department of Health","External Relations Directorate","ERD1957","G6",57075,75035,"Senior Policy Manager",1,"Social Research"
"960","Department of Health","Department of Health","External Relations Directorate","ERD1957","SEO",33675,45769,"Communications Manager",1,"Social Research"
"961","Department of Health","Department of Health","External Relations Directorate","ERD1957","HEO",26492,37316,"Communications Support Officer",1,"Social Research"
"962","Department of Health","Department of Health","External Relations Directorate","ERD1957","EO",21438,30275,"Team Support",1,"Social Research"
"963","Department of Health","Department of Health","External Relations Directorate","ERD048","G7",45299,61976,"Senior Communications Manager",1,"Communications"
"964","Department of Health","Department of Health","External Relations Directorate","ERD048","G7",45299,61976,"Senior Communications Manager",1,"Communications"
"965","Department of Health","Department of Health","External Relations Directorate","ERD048","HEO",26492,37316,"Communications Manager",1,"Communications"
"966","Department of Health","Department of Health","External Relations Directorate","ERD048","SEO",33675,45769,"Communications Manager",3,"Communications"
"967","Department of Health","Department of Health","External Relations Directorate","ERD048","HEO",26492,37316,"Communications Support Officer",1,"Communications"
"968","Department of Health","Department of Health","External Relations Directorate","ERD048","HEO",26492,37316,"Communications Support Officer",3,"Communications"
"969","Department of Health","Department of Health","External Relations Directorate","ERD048","G6",57075,75035,"Senior Communications Manager",1,"Communications"
"970","Department of Health","Department of Health","External Relations Directorate","ERD048","G7",45299,61976,"Senior Communications Manager",1,"Communications"
"971","Department of Health","Department of Health","External Relations Directorate","ERD048","G6",57075,75035,"Senior Communications Manager",1,"Communications"
"972","Department of Health","Department of Health","External Relations Directorate","ERD048","G6",57075,75035,"Senior Communications Manager",1,"Communications"
"973","Department of Health","Department of Health","External Relations Directorate","ERD048","G7",45299,61976,"Senior Communications Manager",1,"Communications"
"974","Department of Health","Department of Health","External Relations Directorate","ERD048","EO",21438,30275,"Personal Assistant",1,"Communications"
"975","Department of Health","Department of Health","External Relations Directorate","ERD048","SEO",33675,45769,"Communications Manager",1,"Communications"
"976","Department of Health","Department of Health","External Relations Directorate","ERD048","G7",45299,61976,"Senior Communications Manager",2,"Communications"
"977","Department of Health","Department of Health","External Relations Directorate","ERD048","SEO",33675,45769,"Communications Manager",1,"Communications"
"978","Department of Health","Department of Health","External Relations Directorate","ERD048","G7",45299,61976,"Senior Communications Manager",1,"Communications"
"979","Department of Health","Department of Health","Chief Medical Officer's Private Office","CMO-002","G6",57075,75035,"Professional Officer",1,"Policy"
"980","Department of Health","Department of Health","Chief Medical Officer's Private Office","CMO-002","G7",45299,61976,"Private Secretary",1,"Policy"
"981","Department of Health","Department of Health","Chief Medical Officer's Private Office","CMO-002","SEO",33675,45769,"Not In Post",1,"Policy"
"982","Department of Health","Department of Health","Chief Medical Officer's Private Office","CMO-002","FS",29992,41546,"Private Secretary",1,"Policy"
"983","Department of Health","Department of Health","Chief Medical Officer's Private Office","CMO-002","SEO",33675,45769,"Private Secretary",1,"Policy"
"984","Department of Health","Department of Health","Chief Medical Officer's Private Office","CMO-002","SEO",33675,45769,"Project Manager",1,"Policy"
"985","Department of Health","Department of Health","Chief Medical Officer's Private Office","CMO-002","HEO",26492,37316,"Private Secretary",1,"Policy"
"986","Department of Health","Department of Health","Chief Medical Officer's Private Office","CMO-002","EO",21438,30275,"PA Support",1,"Policy"
"987","Department of Health","Department of Health","Chief Medical Officer's Private Office","CMO-002","EO",21438,30275,"Diary Secretary",1,"Policy"
"988","Department of Health","Department of Health","Chief Medical Officer's Private Office","CMO-002","EO",21438,30275,"Executive Assistant",2,"Policy"
"989","Department of Health","Department of Health","Chief Medical Officer's Private Office","CMO-002","EO",21438,30275,"Executive Assistant",1,"Policy"
"990","Department of Health","Department of Health","Chief Medical Officer's Private Office","CMO-002","AO",17209,23567,"Admin support",1,"Policy"
