CODICE_MUSEO,CODICE_SEDE,PROVINCIA_SEDE,COMUNE_SEDE,DENOMINAZIONE_MUSEO,DENOMINAZIONE_SEDE,INDIRIZZO_SEDE,FRAZIONE_SEDE,CAP_SEDE,TELEFONO_SEDE,FAX_SEDE,EMAIL_SEDE,SITO_WEB_SEDE,SITO_WEB_SEDE_1,NOTE_SEDE,TIPO_RICONOSCIMENTO,TIPOLOGIA_MUSEO,TIPOLOGIA_ENTE_PROPRIETARIO,APERTURA_SEDE,TIPO_CHIUSURA,MOTIVAZIONE_CHIUSURA_TEMPO_DET,NOTE_APERTURA,DESCRIZIONE_ORARI_APERTURA,CHIUSURA_SETTIMANALE,NOTE_ORARI_APERTURA,PARCHEGGI_VICINI,PARCHEGGI_PERS_DISABILITA,BIGLIETTERIA,GUARDAROBA,AREA_ACCOGLIENZA,BOOKSHOP,CAFFETTERIA,AREA_ASSISTENZA_INFANZIA,NOTE_SPAZI_SERVIZIO_PUBBLICO,LABORATORIO_FOTOGRAFICO,LABORATORIO_RESTAURO,LABORATORIO_PREPARAZIONE,LABORATORIO_ANALISI,NOTE_LABORATORI,SERVIZI_IGIENICI,SERV_IG_PERS_DISABILITA,DOTAZ_INFORMATICHE_STUDIO,DOTAZ_INFORMATICHE_AREE_ESP,TIPO_ACCESSO_PERS_DISABILITA,GRATUITO_PAGAMENTO,GIORNO_INGRESSO_GRATIS,PREZZO_INTERO_EURO,PREZZO_RIDOTTO_EURO,PREZZO_GRUPPI_EURO,PREZZO_SCUOLE_EURO,PREZZO_ALTRO_EURO,BIGLIETTO_CUMULATIVO,FIDELIZZAZIONE,ABBONAMENTO,NOTE_MODALITA_ACCESSO,ANNO_RIF_VISITATORI,TOTALE_VISITATORI,SINGOLI,UNDER_18_OVER_65,GRUPPI_SCOLASTICI,GRUPPI_ORGANIZZATI,NOTE_AFFLUENZA_PUBBLICO,STORICO_VISITATORI,DOTATO_CARTA_SERVIZI,SERVIZIO_EDUCATIVO,BIBLIOTECA,FOTOTECA,ARCHIVIO,DEPOSITI_CONSULTABILI,ALTRO,NOTE_SERVIZI_UTENTI,DISP_SERVIZI_ONLINE,PRENOTAZIONE_ONLINE,ACQUISTI_ONLINE,CONSULTAZIONE_ARCHIVI_ONLINE,NOTE_SERVIZI_ONLINE,WGS84_X,WGS84_Y,LOCATION
3276,2976,BS,MONTICHIARI,Museo Luigi e Piero Lechi,Museo Luigi e Piero Lechi,via Martiri della Libert 33,,25018,0309650455,,info@montichiarimusei.it,http://www.montichiarimusei.it,,,Museo,Arte,ENTE LOCALE E SUE FORME ASSOCIATIVE E CONSORTILI,SI,,,,"dal mercoledì al sabato ore 10-13 e ore 14.30-18
domenica ore 15-19",lunedì e martedì,,SI,SI,SI,SI,NO,NO,NO,NO,,NO,NO,SI,NO,,SI,SI,NO,SI,ACCESSO TOTALE,A PAGAMENTO,,5,3,,,,NO,NO,NO,,2019,4512,,,,,,(2019:4512)|(2018:3201)|(2017:8842)|(2016:3000)|(2015:0),NO,SI,SI,SI,NO,SI,NO,,NO,NO,NO,NO,,10.3896803,45.4126822,"(45.4126822, 10.3896803)"
2257,2305,PV,STRADELLA,MUSEO CIVICO DELLA FISARMONICA 'MARIANO DALLAPÈ',Civico Museo della Fisarmonica 'Mariano Dallapè',Via Montebello 2,,27049,0385 42069,0385 43590,info@comune.stradella.pv.it,https://www.comune.stradella.pv.it,,"il fax è quello del Comune.
Le collezioni museali sono presenti anche sui siti web:
www.comune.stradella.pv.it
www.aess.regione.lombardia.it
www.lombardiabeniculturali.it
Comunicazione 09/08/2018: il sito dei Musei, in questo momento non attivo, verrà aggiornato e riaperto a breve.",Raccolta Museale,Specializzato,ENTE PUBBLICO,SI,,,,"LUNEDì 15 - 18
MARTEDì 9 - 12
MERCOLEDì 9 - 12
GIOVEDì 9 -12
VENERDì 15 -18
SABATO 9-12
DOMENICA E FESTIVI  15 - 18",,,SI,SI,SI,NO,SI,NO,NO,NO,,NO,SI,SI,NO,xxxxxxxxxxxxxxxx,SI,SI,NO,NO,ACCESSO TOTALE,A PAGAMENTO,"Fai il pieno di cultura, eventi MIBAC, ecc.",3.5,,3,2,,NO,NO,NO,,2019,,,,,,,(2019:0)|(2018:260)|(2017:553)|(2016:688)|(2015:1000),NO,SI,NO,NO,NO,NO,NO,,NO,NO,NO,NO,,9.2959114,45.0750005,"(45.0750005, 9.2959114)"
1063,1244,CR,CASTELLEONE,MUSEO CIVICO,Museo Civico,"Via Roma, 67",,26012,0374 356344,0374 356300,museo@comune.castelleone.cr.it,http://www.comune.castelleone.cr.it,,,Raccolta Museale,Composito,COMUNE,SI,,,,"Martedì 17.00 -18.00 Mercoledì 17.00 - 18.00 Giovedì 17.00 - 18.00 Venerdì 17.00 - 18.00 Sabato  15,30 - 17.30 Domenica 15.30 - 17.30 
apertura dedicata alle scuole, su prenotazione, lunedì dalle 9.00 alle 12.00 apertura straordinaria ogni seconda domenica del mese dalle 15.30 alle 18.30",,Le visite e i laboratori per le scolaresche o per i gruppi di adulti si effettuano al di fuori dell'orario normale,SI,SI,SI,NO,NO,NO,NO,NO,,NO,NO,NO,NO,,SI,SI,NO,NO,ACCESSO TOTALE,GRATUITO,,,,,,,NO,NO,NO,,2019,1208,445,,89,674,Il museo è stato chiuso per imbiancatura dei locali e risanamento della sala dedicata alla collezione malacologica per 2 mesi (novembre-dicembre).,(2019:1208)|(2018:1498)|(2017:1562)|(2016:1500)|(2015:1600),NO,SI,SI,NO,NO,SI,NO,,NO,NO,NO,NO,"Il museo non ha un vero e proprio sito web, ma una sezione del sito del comune. Non vi sono servizi on-line, se non la possibilità di prenotare attività via e-mail.",9.7627989,45.2931165,"(45.2931165, 9.7627989)"
1041,1222,CR,CREMONA,MUSEO DELLA CHIESA CATTEDRALE,Museo delle pietre romaniche della Cattedrale,Piazza  Comune,,26020,0372 495032,,beniculturali@diocesidicremona.it,,,,Raccolta Museale,Archeologia,ENTE ECCLESIASTICO,SI,,,,Tutto l'anno compreso il lunedì dalle 10.00 alle 12.30 e dalle 14.00 alle 17.00.,lunedì.,,SI,SI,SI,SI,SI,SI,NO,NO,,NO,SI,SI,SI,Il Conservatore è docente in pensione della classe XLI dell'Università di Parma.,SI,SI,SI,NO,ACCESSO PARZIALE,A PAGAMENTO,Solo eccezionalmente nelle giornate della cultura,3,2,2,2,,SI,SI,NO,"E' collegato alla salita del Torrazzo, per il quale il biglietto cumulativo è 5 euro, ridotto 4 euro",2019,25900,25900,17800,45,102,,(2019:25900)|(2018:26500)|(2017:30040)|(2016:20000)|(2015:0),NO,SI,NO,NO,NO,NO,NO,,NO,NO,NO,NO,Esiste con l'esterno un collegamento via posta elettronica col quale sono possibili prenotazioni e chiarimenti su orari e costi,10.0191894,45.1409368,"(45.1409368, 10.0191894)"
1221,1363,CR,OFFANENGO,MUSEO DELLA CIVILTA' CONTADINA,Museo  della Civiltà Contadina,Via Tesini angolo via della Rocca,,26010,0373 244084,0373 244571,biblioteca@comune.offanengo.cr.it,http://www.comune.offanengo.cr.it,,,Raccolta Museale,Etnografica e Antropologica,ENTE LOCALE E SUE FORME ASSOCIATIVE E CONSORTILI,SI,,,,"Sabato, domenica e festivi dalle 10.00 alle 12.00 e dalle 15.00 alle 18.00
Orario continuato durante la Fiera Settembre Offanenghese (4 giorni)",,,SI,NO,NO,NO,SI,NO,NO,NO,E' in corso la ristutturazione dell'edificio museale.,NO,NO,NO,NO,,SI,SI,NO,NO,ACCESSO TOTALE,GRATUITO,,,,,,,NO,,,,2019,1610,1160,950,450,,valori stimati,(2019:1610)|(2018:1630)|(2017:1200)|(2016:1143)|(2015:1020),,SI,SI,SI,SI,NO,NO,Il progetto di ristrutturazione dell'edificio museale prevede uno spazio in cui raggruppare la biblioteca del Museo e la documentazione.,SI,SI,NO,NO,"E' allo studio la messa a disposizione di servizi on- line per la consultazione degli archivi del Museo, attraverso il sito web del Comune di Offanengo.",9.741071,45.3777007,"(45.3777007, 9.741071)"
1181,2723,CR,PADERNO PONCHIELLI,MUSEO PONCHIELLIANO,MUSEO PONCHIELLIANO,VIA AMILCARE PONCHIELLI 15-17-19-21,,26024,0374 67467-367200,0374 3672147,museo.ponchielli@e-cremona.it,http://www.museoponchielli.e-cremona.it,,,Raccolta Museale,Specializzato,ENTE LOCALE E SUE FORME ASSOCIATIVE E CONSORTILI,SI,,,,"Martedi-Mercoledi-Giovedi-Venerdi 14,00-18,30
Sabato e Domenica 8,00-12,00 - 14,00-18,30
Giorno di chiusura: Lunedi",,,SI,SI,NO,NO,SI,NO,NO,NO,,NO,NO,NO,NO,Laboratorio di restauro e di preparazione sono un unico locale,SI,SI,SI,NO,ACCESSO TOTALE,GRATUITO,,,,,,,NO,NO,NO,,2019,268,195,110,,73,,(2019:268)|(2018:200)|(2017:259)|(2016:322)|(2015:390),NO,SI,SI,SI,SI,SI,SI,Archivio discografico diviso per genere e per organico delle opere liriche e di musica varia del M° Amilcare Ponchielli,NO,NO,NO,NO,,9.9283105,45.2386354,"(45.2386354, 9.9283105)"
2515,2586,CR,CASALMAGGIORE,MUSEO DIOTTI,Museo Diotti,Via Formis 17,,26041,0375 200416,0375 200416,info@museodiotti.it,http://www.museodiotti.it,,,Museo,Arte,COMUNE,SI,,,,"Lunedì chiuso
da martedì a venerdì, 8-13
sabato, domenica e festivi, 15.30-18.30",Lunedì,Chiusura ordinaria estiva dal 15 luglio al 31 agosto. Nello stesso periodo il Museo può aprire per inziative particolari.,SI,NO,SI,SI,SI,SI,NO,NO,,SI,NO,NO,NO,,SI,SI,SI,SI,ACCESSO TOTALE,A PAGAMENTO,Prima domenica del mese,3,2.5,,,0,SI,SI,SI,"Per le scolaresche è previsto un biglietto di € 4,00 che comprende l'ingresso ridotto e la visita o eventuali laboratori.
Per le scolaresche le mostre temporanee realizzate dal Museo sono ad ingresso libero.
La visita guidata ha un costo di € 45,00.",2019,5179,2544,,2560,75,,(2019:5179)|(2018:6580)|(2017:6016)|(2016:5258)|(2015:6425),NO,SI,SI,SI,SI,SI,NO,,NO,NO,NO,NO,,10.4148598,44.9898161,"(44.9898161, 10.4148598)"
2499,2556,LC,CALOLZIOCORTE,MUSEO PARROCCHIALE SAN LORENZO 'DON CARLO VILLA',Museo Parrocchiale San Lorenzo 'Don Carlo Villa',"PIAZZA SAN LORENZO, 6",ROSSINO,23805,0341-643259,0341-643259,mariano.carrara@tiscali.it,,,L'ingresso al museo è autonomo. Esiste un ingresso secondario dalla chiesa parrocchiale di San Lorenzo,Raccolta Museale,Arte,ENTE ECCLESIASTICO,SI,,,,"Sabato 10.00-12.00 e 15.00 - 18.00
Domenica e Festivi 10.30-12.00 e 14.30 - 18.00",,il museo è visitabile anche nei giorni feriali previa prenotazione,SI,SI,SI,NO,SI,NO,NO,NO,"I servizi indicati trovano posto in oratorio (nelle immediate vicinanze, presso il parcheggio a disposizione del Museo)",NO,NO,NO,NO,,SI,SI,SI,NO,ACCESSO PARZIALE,A PAGAMENTO,,5,3,,,,NO,SI,NO,In collaborazione con la Rete dei Musei della Diocesi di Bergamo esiste una scheda che consente l'accesso a tutti i musei della rete a prezzo ridotto.,2019,,,,,,,(2019:0)|(2018:820)|(2017:161)|(2016:840)|(2015:245),NO,SI,SI,NO,SI,SI,NO,,NO,NO,NO,NO,,9.4383263,45.8060215,"(45.8060215, 9.4383263)"
2524,2608,LC,GALBIATE,MUSEO ARCHEOLOGICO DEL BARRO,Museo Archeologico del Barro,Località Eremo di Monte Barro,,23851,0341542266,0341240216,info@parcobarro.it,http://www.parcobarro.lombardia.it,,,Raccolta Museale,Archeologia,ENTE PUBBLICO,SI,,,,"mercoledì: dalle 14 alle 17;
sabato: dalle ore 10 alle 12  e dalle 14 alle 17 ; 
domenica: dalle ore 10 alle 12  e dalle 14 alle 17.",,,,,NO,NO,SI,SI,SI,NO,,NO,NO,NO,SI,,SI,SI,NO,SI,ACCESSO TOTALE,A PAGAMENTO,,2,1,1,0,,SI,NO,NO,"Il biglietto è valido anche per l'ingresso al Museo Etnografico dell'Alta Brianza, sempre di proprietà del Parco Monte Barro, entro 30 giorni dalla data di emissione",2019,1225,,,,,,(2019:1225)|(2018:1563)|(2017:1912)|(2016:2371)|(2015:1464),NO,SI,SI,NO,SI,NO,SI,"Audio-video guide in lingua italiana, inglese, tedesca e francese",NO,NO,NO,NO,,9.3707966,45.8316975,"(45.8316975, 9.3707966)"
2169,2211,MB,BIASSONO,MUSEO CIVICO CARLO VERRI,Museo Civico Carlo Verri,Via San Martino (Cascina Cossa),,20853,039 2201077,039 2201077,infomuseo@museobiassono.it,http://www.museobiassono.it,,,Raccolta Museale,Territoriale,ENTE LOCALE E SUE FORME ASSOCIATIVE E CONSORTILI,SI,,,"L'orario coincide con le ore di attività del gruppo di gestione per almeno 10 ore settimanali (venerdì  10 - 12; 15 - 19 sabato 15 -19 )
Viene sempre assicurata l'apertura su appuntamento.",venerdì  10 - 12; 15 - 19 sabato 15 -19 apertura a richiesta per visite guidate a gruppi  aperture straordinarie la domenica (o la sera) in occasione di eventi culturali e ricreativi che coinvolgono il paese,,,SI,SI,NO,NO,SI,NO,NO,NO,,NO,SI,SI,NO,,SI,SI,SI,SI,ACCESSO PARZIALE,GRATUITO,,,,,,,NO,SI,NO,"La fidelizzazione avviene attraverso l'attività del Gruppo di supporto, il sito, il notiziario e la mailing list.",2019,5410,4335,,660,415,,(2019:5410)|(2018:6230)|(2017:5800)|(2016:5300)|(2015:6500),NO,SI,SI,SI,SI,SI,NO,,SI,SI,NO,SI,Tramite il sito del museo che fornisce l'indirizzo e-mail,9.275107,45.631806,"(45.631806, 9.275107)"
221,405,MI,MILANO,MUSEO MANGINI BONOMI,Fondazione Emilio Carlo Mangini - Museo Mangini Bonomi,"Via Dell'Ambrosiana, 20",,20123,0286451455,0286451493,info@museomanginibonomi.it,http://www.museomanginibonomi.it,,,Raccolta Museale,Casa-Museo,ENTE DI DIRITTO PRIVATO,SI,,,"Apertura: Lunedi e Giovedi dalle 15,00 alle 19,00 e Mercoledi dalle 15,00 alle 17,00
su richiesta apertura straordinaria","Lunedì e Giovedi dalle 15,00 alle 19,00 
Mercoledì dalle 15,00 alle 17,00 
Domenica aperto su richiesta per eventi speciali",,,SI,SI,NO,SI,SI,SI,NO,NO,,NO,NO,NO,NO,,SI,SI,SI,SI,ACCESSO PARZIALE,GRATUITO,,,,,,,NO,SI,,"Apertura: Lunedi e Giovedi dalle 15,00 alle 19,00 e Mercoledi dalle 15,00 alle 17,00",2019,1260,692,,,568,DATO STIMATO,(2019:1260)|(2018:1342)|(2017:1420)|(2016:1300)|(2015:1050),SI,NO,NO,NO,SI,NO,NO,,SI,SI,NO,SI,,9.1852087,45.4634237,"(45.4634237, 9.1852087)"
2179,2639,MB,MONZA,MUSEI CIVICI,Musei Civici di Monza - Casa degli Umiliati,VIA TEODOLINDA 4,,20900,039 2307126,039 2307123,museicivici@comune.monza.mi.it,http://www.museicivicimonza.it,,,Museo,Arte,ENTE PUBBLICO,SI,,,,"ORARIO ESTIVO MERCOLEDI' 15-18 GIOVEDI' 15-18 e 20-23 VENERDI' 10-13 e 15-18 SABATO 10-13 e 15-18 DOMENICA 10-13 e 15-18 
ORARIO INVERNALE MERCOLEDI' 10-13 e 15-18 GIOVEDI' 15-18 VENERDI' 10-13 e 15-18 SABATO 10-13 e 15-18 DOMENICA 10-13 e 15-18",LUNEDI' e MARTEDI',,SI,SI,SI,SI,SI,SI,NO,NO,,NO,NO,NO,NO,,SI,SI,SI,SI,ACCESSO TOTALE,A PAGAMENTO,IL MUSEO ADERISCE A SINGOLE INIZIATIVE CHE PREVEDONO ACCESSO GRATUITO,6,4,4,4,14,NO,NO,NO,"E' DISPONIBILE IL FAMILY PASS CHE CONSENTE L'INGRESSO A DUE ADULTI E DUE BAMBINI A TARIFFA AGEVOLATA.
IL MUSEO E' CONVENZIONATO CON ASSOCIAZIONI A LIVELLO NAZIONALE O LOCALE PER L'ACCESSO A TARIFFA RIDOTTA (ES. TCI, FAI, MILANOCARD ECC.)",2019,14181,12928,,859,394,Il dato relativo ai visitatori under 18 e over 60 non è rilevato.,(2019:14181)|(2018:12120)|(2017:6171)|(2016:6363)|(2015:4897),SI,SI,SI,NO,NO,NO,NO,,SI,NO,NO,SI,,9.2752127,45.58258662,"(45.58258662, 9.2752127)"
2171,2213,MI,LEGNANO,MUSEO CIVICO  GUIDO SUTERMEISTER,Museo Civico Guido Sutermeister,"C.so Giuseppe Garibaldi, 225",,20025,0331 543005,0331 456488,museocivico@legnano.org,http://www.legnano.org,,,Museo,Archeologia,ENTE LOCALE E SUE FORME ASSOCIATIVE E CONSORTILI,SI,,,,"da martedì a sabato, 9.30-12.30, 14.30-17.30. 
Domenica: 9.30-12.00.
Chiusura: domenica pomeriggio e lunedì",lunedì,,SI,NO,NO,NO,SI,NO,NO,NO,,NO,NO,NO,NO,,SI,NO,NO,NO,ACCESSO ASSENTE,GRATUITO,,,,,,,,,,,2019,3568,1726,,1373,469,L'ingresso al Museo è libero pertanto non essendo previste gratuità e/o riduzioni non siamo in grado di quantificare esattamente il numero di Under 18 (se non per le attività didattiche) e Over 60,(2019:3568)|(2018:3090)|(2017:2907)|(2016:3985)|(2015:3918),NO,SI,SI,SI,SI,SI,NO,,SI,SI,NO,NO,manca la certificazione  relativa al rispetto della L. 4 del 2004,8.9134762,45.6010636,"(45.6010636, 8.9134762)"
2182,2225,MI,MILANO,MUSEO POPOLI E CULTURE,Museo Popoli e Culture,"Via Mosè Bianchi, 94",,20149,02 438221,02 4695193,museo@pimemilano.com,http://www.pimemilano.com,,,Museo,Etnografica e Antropologica,ENTE ECCLESIASTICO O RELIGIOSO,SI,,,,"da lunedì a venerdì 9-12,30  14-18
sabato 14-18
chiuso domenica, festivi, mese di agosto",domenica,,SI,SI,NO,SI,SI,NO,NO,NO,,NO,NO,NO,NO,,SI,SI,SI,NO,ACCESSO PARZIALE,GRATUITO,,,,,,,NO,NO,NO,L'ingresso al museo è da considerarsi gratuito ma viene richieste un'offerta,2019,4962,1830,,1788,1344,,(2019:4962)|(2018:2843)|(2017:3830)|(2016:3900)|(2015:3400),SI,SI,SI,SI,SI,SI,NO,,NO,NO,NO,NO,,9.145398,45.4755188,"(45.4755188, 9.145398)"
2186,2241,MI,MILANO,MUSEO SOCIETA' PER LE BELLE ARTI ED ESPOSIZIONE PERMANENTE,Museo Societa' per le Belle Arti ed Esposizione Permanente,"VIA FILIPPO TURATI, 34",,20121,026599803,026590840,info@lapermanente.it,http://www.lapermanente.it,,,Museo,Arte,ALTRO (SPECIFICARE NELLE NOTE),SI,,,,"Lunedì-venerdì 10.00-13.00, 14.30-18.30; sabato e festivi 10.00-18.30. Gli orari di apertura del museo possono subire variazioni a seconda delle manifestazioni in corso: nel corso del 2016/2017 per le mostre temporanee è stato previsto un orario continuato 9.30 (10.00) - 19.30 (18.30).",,,SI,SI,NO,SI,SI,NO,NO,NO,,NO,NO,SI,NO,,SI,SI,SI,NO,ACCESSO TOTALE,GRATUITO,,,,,,,NO,SI,NO,L'ingresso al museo è gratuito. In occasione di determinate mostre e manifestazioni può essere previsto un biglietto d'ingresso.,2019,119700,97500,63000,14400,7800,,(2019:119700)|(2018:113500)|(2017:108000)|(2016:35000)|(2015:25000),NO,SI,SI,SI,SI,SI,NO,,SI,SI,NO,SI,,9.19547918,45.47677523,"(45.47677523, 9.19547918)"
2184,2227,MI,MILANO,MUSEO REGIONALE DELLA PSICHIATRIA,Museo Regionale della Psichiatria - padiglione 7 ex O.P. Paolo Pini,"Via Ippocrate, 45",,20161,02 66215325 - 0264445392,02 64445392,patrizia.caccia@ospedaleniguarda.it,http://www.mapp-arca.it,,il sito web è attualmente disponibile solo per la sezione MAPP,Raccolta Museale,Composito,ENTE PUBBLICO,SI,,,,"Tutti i giorni feriali dalle 9.00 alle 16.00 sabato dalle 9.00 alle 13.00 (riservato a visite guidate di gruppi su appuntamento)
Domenica: giorno di chiusura",domenica,,SI,SI,NO,NO,SI,SI,NO,NO,,NO,NO,NO,NO,,SI,SI,SI,NO,ACCESSO PARZIALE,GRATUITO,,,,,,,NO,NO,NO,,2019,670,400,300,110,160,i dati dei visitatori singoli sono stimati perché il Museo è anche diffuso in un parco ad accesso libero e non sempre è possibile rilevare l'ingresso per la motivazione di visita del Museo,(2019:670)|(2018:605)|(2017:562)|(2016:620)|(2015:392),NO,SI,SI,SI,SI,SI,NO,,SI,SI,SI,SI,,9.1637613,45.5226966,"(45.5226966, 9.1637613)"
2289,2340,MI,MILANO,CIVICHE RACCOLTE STORICHE,Museo del Risorgimento,"Via Borgonuovo, 23",,20121,02 88464170,02 88464181,museicentro.info@comune.mi.it,http://www.museidelcentro.mi.it,,,Museo,Arte,ENTE LOCALE E SUE FORME ASSOCIATIVE E CONSORTILI,SI,,,,"Dal mart. alla dom. 9-13 14-17.30
Lunedì chiuso",Lunedì,,SI,SI,SI,SI,SI,SI,NO,NO,,NO,NO,NO,NO,nessun laboratorio,SI,SI,SI,NO,ACCESSO PARZIALE,GRATUITO,,,,,,,NO,NO,NO,"In data 17 giugno sono entrate in vigore le nuove tariffe di accesso ai musei civici di Milano, approvate con delibera di Consiglio Comunale n°18 del 16/04/2018, con cui viene istituita la gratuità della visita al Museo del Risorgimento e a Palazzo Morando|Costume, moda, immagine (aggiornato d'ufficio a seguito comunicazione Comune di Milano 27/06/2018).",2019,99636,,,,,,(2019:99636)|(2018:81351)|(2017:82237)|(2016:60003)|(2015:30538),NO,SI,SI,SI,SI,SI,NO,,SI,SI,NO,NO,La Biblioteca del Museo è collegata al Servizio Bibliotecario Nazionale.,9.1899802,45.4721698,"(45.4721698, 9.1899802)"
2289,2342,MI,MILANO,CIVICHE RACCOLTE STORICHE,Palazzo Morando Costume Moda Immagine,"Via Sant'Andrea, 6",,21021,02 88465933,02 88465736,museicentro.info@comune.mi.it,http://www.museidelcentro.mi.it,,,Museo,Arte,ENTE LOCALE E SUE FORME ASSOCIATIVE E CONSORTILI,SI,,,,9-13;14-17.30,Lunedì,,SI,SI,SI,SI,SI,SI,NO,NO,,NO,NO,NO,NO,Nessun laboratorio,SI,SI,SI,NO,ACCESSO TOTALE,GRATUITO,,,,,,,NO,NO,NO,"In data 17 giugno sono entrate in vigore le nuove tariffe di accesso ai musei civici di Milano, approvate con delibera di Consiglio Comunale n°18 del 16/04/2018, con cui viene istituita la gratuità della visita al Museo del Risorgimento e a Palazzo Morando|Costume, moda, immagine (aggiornato d'ufficio a seguito comunicazione Comune di Milano 27/06/2018).",2019,99636,,,,,,(2019:99636)|(2018:81351)|(2017:82237)|(2016:60003)|(2015:30538),NO,SI,SI,SI,SI,SI,NO,,SI,SI,NO,NO,La Biblioteca del Museo è collegata al Servizio Bibliotecario Nazionale.,9.1959575,45.4685416,"(45.4685416, 9.1959575)"
2291,2344,MI,MILANO,MUSEO DIOCESANO,Museo Diocesano di Milano,"Corso di Porta Ticinese, 95",,20123,02 89404714,02 89407577,segreteria@museodiocesano.it,http://www.museodiocesano.it,,,Museo,Arte,ENTE ECCLESIASTICO,SI,,,,"ORARIO NORMALE: TUTTI I GIORNI DALLE ORE 10 ALLE ORE 18 LUNEDI' CHIUSO 
ORARIO ESTIVO:  TUTTI I GIORNI DALLE 19 ALLE 24 DOMENICA, LUNEDI' CHIUSO",,,NO,NO,SI,SI,SI,SI,NO,SI,,NO,NO,SI,NO,,SI,SI,SI,SI,ACCESSO PARZIALE,A PAGAMENTO,,6,4,4,3,,SI,SI,SI,Il biglietto di ingresso è unico con il Museo della Basilica di Sant'Eustorgio e la Cappella Portinari.,2019,20813,,,,,,(2019:20813)|(2018:23437)|(2017:31425)|(2016:13120)|(2015:22541),NO,SI,SI,SI,SI,SI,NO,,NO,NO,NO,NO,,9.180639,45.455391,"(45.455391, 9.180639)"
2557,2727,MI,MILANO,MUSEO LOUIS BRAILLE,Sede via Vivaio 7 Milano,via Vivaio 7,,20122,0277226224,0277226214,museo@istciechimilano.it,http://www.istciechimilano.it,,,Raccolta Museale,Specializzato,ENTE DI DIRITTO PRIVATO,SI,,,,"dal lunedì al venerdi dalle ore 10 alle 17; sabato e/o domenica, aperto su prenotazione.",domenica e sabato,,SI,SI,SI,SI,SI,SI,SI,NO,,NO,NO,NO,NO,,SI,SI,SI,NO,ACCESSO TOTALE,GRATUITO,,,,,,,NO,NO,NO,Ingresso a donazione libera a favore delle attività dell'Istituto.,2019,5398,5172,137,80,146,dati stimati,(2019:5398)|(2018:1796)|(2017:570)|(2016:712)|(2015:300),NO,NO,SI,SI,SI,NO,NO,,SI,NO,NO,SI,Il sito dell'Istituto contiene pagine dedicate al patrimonio storico-artistico attraverso le quali è possibile fruire della collezione.,9.2042331,45.4684643,"(45.4684643, 9.2042331)"
2364,2614,BS,SALO',MUSEO DEL PARCO ALTO GARDA BRESCIANO - CENTRO VISITATORI,Museo archeologico A. Mucchi,"via Fantoni, 49",,25087,0365-296827,,cultura@comune.salo.bs.it,http://www.comune.salo.bs.it,,,Museo,Territoriale,ENTE PUBBLICO,SI,,,,"Dal martedì al venerdì dalle 10,00 alle 12,00",,prenotazioni presso il Comune di Salò,SI,NO,SI,SI,SI,NO,NO,NO,,NO,NO,NO,NO,,SI,SI,SI,NO,ACCESSO TOTALE,A PAGAMENTO,"Durante particolari eventi quali convegni, manifestazioni culturali",5,4,4,3,3,NO,NO,NO,"Il biglietto al costo di€ 3,00 si applica ai possessori di Riviera Card e Promotion Card. E'possibile acquistare dei biglietti voucher presso l'ufficio informazioni di Tignale",2019,512,344,,,,,(2019:512)|(2018:949)|(2017:740)|(2016:1108)|(2015:2492),SI,SI,SI,NO,NO,NO,SI,"Il percorso museale si completa con un percorso circolare esterno in cui ERSAF ha realizzato l'Osservatorio Naturalistico della biodiversità, visitabile a tutti e dove è possibile condurre osservazioni e raccogliere dati che vengono poi rielaborati nei laboratori didattici organizzati dal Museo. Inoltre nel 2014 è stato realizzato un percorso avventura denominato Flying frogs che integra i percorsi didattici con momenti ludici e offre ai visitatori la possibilità di prolungare la visita al Museo e alle strutture ad esso connesse.",SI,SI,NO,NO,"Possibilità di prenotare via e_mail.
Nel portale del Parco è presente una sezione dedicata al Museo del Parco Alto Garda Bresciano - Centro Visitatori  con tutte le informazioni necessarie e i moduli per la prenotazione.",10.5311042,45.6072175,"(45.6072175, 10.5311042)"
2590,2772,MI,MILANO,POLO DEI MUSEI SCIENTIFICI,Civico Planetario di Milano,"corso VENEZIA, 57",,20121,02 884 63340,02 884 63559,c.planetario@comune.milano.it,http://www.comune.milano.it/planetario,,,Museo,Storia Naturale e scienze naturali,ENTE LOCALE E SUE FORME ASSOCIATIVE E CONSORTILI,SI,,,,10-22.00,lunedì,,SI,SI,SI,SI,SI,NO,NO,NO,,NO,NO,NO,NO,,SI,SI,NO,NO,ACCESSO TOTALE,A PAGAMENTO,1°-3° martedì del mese dalle ore 14.00; prima domenica del mese,3,1.5,,0,,NO,NO,NO,"Pagamento differenziato nelle tre Sedi
Comunicazione Comune di Milano 27/06/2018: In data 17 giugno sono entrate in vigore le nuove tariffe di accesso ai musei civici di Milano, approvate con delibera di Consiglio Comunale n°18 del 16/04/2018 (aggiornato d'ufficio).",2019,559326,420987,,137123,1216,dati in parte  stimati per singoli e gruppi scolastici,(2019:559326)|(2018:536651)|(2017:568914)|(2016:546559)|(2015:526729),NO,NO,SI,SI,NO,SI,NO,Altro: feste di compleanno con visita guidata. Campi estivi,SI,SI,NO,SI,"Programmazione conferenze
Proposte di corsi monografici specifici
Itinerari didattici per le scuole
Informazioni sulla struttura dell'Acquario civico
Archivi delle Biblioteche specialistiche",9.2038734,45.4733059,"(45.4733059, 9.2038734)"
